Mã trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Năm xét tuyển,Ghi chú,Môn chính
VHH,7320305_X70,Bảo tàng học,X70,25.2,2025,,
VHH,7320305_D01,Bảo tàng học,D01,23.2,2025,,
VHH,7320305_C03,Bảo tàng học,C03,23.7,2025,,
VHH,7320305_C04,Bảo tàng học,C04,23.7,2025,,
VHH,7320305_D14,Bảo tàng học,D14,23.7,2025,,
VHH,7320305_D15,Bảo tàng học,D15,23.7,2025,,
VHH,7320305_X01,Bảo tàng học,X01,23.7,2025,,
VHH,7320305_X78,Bảo tàng học,X78,23.7,2025,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,16,2019,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,15,2019,,
VHH,7320402_D96,Kinh doanh xuất bản phẩm,D96,15,2019,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,15,2020,,
VHH,7320402_D78,Kinh doanh xuất bản phẩm,D78,15,2020,,
VHH,7320402_D96,Kinh doanh xuất bản phẩm,D96,15,2020,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,16,2020,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,20,2021,,
VHH,7320402_A00,Kinh doanh xuất bản phẩm,A00,19,2021,,
VHH,7320402_A16,Kinh doanh xuất bản phẩm,A16,19,2021,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,19,2021,,
VHH,7320402_D78,Kinh doanh xuất bản phẩm,D78,19,2021,,
VHH,7320402_D96,Kinh doanh xuất bản phẩm,D96,19,2021,,
VHH,7320402_A00,Kinh doanh xuất bản phẩm,A00,23.25,2022,,
VHH,7320402_A16,Kinh doanh xuất bản phẩm,A16,23.25,2022,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,23.25,2022,,
VHH,7320402_D78,Kinh doanh xuất bản phẩm,D78,23.25,2022,,
VHH,7320402_D96,Kinh doanh xuất bản phẩm,D96,23.25,2022,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,24.25,2022,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,23,2023,,
VHH,7320402_A00,Kinh doanh xuất bản phẩm,A00,22,2023,,
VHH,7320402_A16,Kinh doanh xuất bản phẩm,A16,22,2023,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,22,2023,,
VHH,7320402_D78,Kinh doanh xuất bản phẩm,D78,22,2023,,
VHH,7320402_D96,Kinh doanh xuất bản phẩm,D96,22,2023,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,25.8,2024,,
VHH,7320402_C19,Kinh doanh xuất bản phẩm,C19,24.8,2024,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,24.8,2024,,
VHH,7320402_D09,Kinh doanh xuất bản phẩm,D09,24.8,2024,,
VHH,7320402_D14,Kinh doanh xuất bản phẩm,D14,24.8,2024,,
VHH,7320402_D15,Kinh doanh xuất bản phẩm,D15,24.8,2024,,
VHH,7320402_D01,Kinh doanh xuất bản phẩm,D01,23.76,2025,,
VHH,7320402_C03,Kinh doanh xuất bản phẩm,C03,24.26,2025,,
VHH,7320402_C04,Kinh doanh xuất bản phẩm,C04,24.26,2025,,
VHH,7320402_D14,Kinh doanh xuất bản phẩm,D14,24.26,2025,,
VHH,7320402_D15,Kinh doanh xuất bản phẩm,D15,24.26,2025,,
VHH,7320402_X01,Kinh doanh xuất bản phẩm,X01,24.26,2025,,
VHH,7320402_X78,Kinh doanh xuất bản phẩm,X78,24.26,2025,,
VHH,7320402_C00,Kinh doanh xuất bản phẩm,C00,25.76,2025,,
VHH,7320402_X70,Kinh doanh xuất bản phẩm,X70,25.76,2025,,
VHH,7380101_C00,Luật,C00,23.5,2019,,
VHH,7380101_D01,Luật,D01,22.5,2019,,
VHH,7380101_D96,Luật,D96,22.5,2019,,
VHH,7380101_D01,Luật,D01,25.25,2020,,
VHH,7380101_D78,Luật,D78,25.25,2020,,
VHH,7380101_D96,Luật,D96,25.25,2020,,
VHH,7380101_C00,Luật,C00,26.25,2020,,
VHH,7380101_C00,Luật,C00,26.6,2021,,
VHH,7380101_A00,Luật,A00,25.6,2021,,
VHH,7380101_A16,Luật,A16,25.6,2021,,
VHH,7380101_D01,Luật,D01,25.6,2021,,
VHH,7380101_D78,Luật,D78,25.6,2021,,
VHH,7380101_D96,Luật,D96,25.6,2021,,
VHH,7380101_A00,Luật,A00,26.5,2022,,
VHH,7380101_A16,Luật,A16,26.5,2022,,
VHH,7380101_D01,Luật,D01,26.5,2022,,
VHH,7380101_D78,Luật,D78,26.5,2022,,
VHH,7380101_D96,Luật,D96,26.5,2022,,
VHH,7380101_C00,Luật,C00,27.5,2022,,
VHH,7380101_C00,Luật,C00,25.17,2023,,
VHH,7380101_A00,Luật,A00,24.17,2023,,
VHH,7380101_A16,Luật,A16,24.17,2023,,
VHH,7380101_D01,Luật,D01,24.17,2023,,
VHH,7380101_D78,Luật,D78,24.17,2023,,
VHH,7380101_D96,Luật,D96,24.17,2023,,
VHH,7380101_C00,Luật,C00,28.8,2024,,
VHH,7380101_C19,Luật,C19,27.8,2024,,
VHH,7380101_D01,Luật,D01,27.8,2024,,
VHH,7380101_D09,Luật,D09,27.8,2024,,
VHH,7380101_D14,Luật,D14,27.8,2024,,
VHH,7380101_D15,Luật,D15,27.8,2024,,
VHH,7380101_D01,Luật,D01,24.81,2025,,
VHH,7380101_C03,Luật,C03,25.31,2025,,
VHH,7380101_C04,Luật,C04,25.31,2025,,
VHH,7380101_D14,Luật,D14,25.31,2025,,
VHH,7380101_D15,Luật,D15,25.31,2025,,
VHH,7380101_X01,Luật,X01,25.31,2025,,
VHH,7380101_X78,Luật,X78,25.31,2025,,
VHH,7380101_C00,Luật,C00,26.81,2025,,
VHH,7380101_X70,Luật,X70,26.81,2025,,
VHH,7810101A_C00,Du lịch - Văn hoá du lịch,C00,24.3,2019,,
VHH,7810101A_D01,Du lịch - Văn hoá du lịch,D01,21.3,2019,,
VHH,7810101A_D78,Du lịch - Văn hoá du lịch,D78,21.3,2019,,
VHH,7810101A_D01,Du lịch - Văn hóa du lịch,D01,24.5,2020,,
VHH,7810101A_D78,Du lịch - Văn hóa du lịch,D78,24.5,2020,,
VHH,7810101A_D96,Du lịch - Văn hóa du lịch,D96,24.5,2020,,
VHH,7810101A_C00,Du lịch - Văn hóa du lịch,C00,25.5,2020,,
VHH,7810101A_C00,Du lịch - Văn hóa du lịch,C00,26.2,2021,,
VHH,7810101A_A00,Du lịch - Văn hóa du lịch,A00,25.2,2021,,
VHH,7810101A_A16,Du lịch - Văn hóa du lịch,A16,25.2,2021,,
VHH,7810101A_D01,Du lịch - Văn hóa du lịch,D01,25.2,2021,,
VHH,7810101A_D78,Du lịch - Văn hóa du lịch,D78,25.2,2021,,
VHH,7810101A_D96,Du lịch - Văn hóa du lịch,D96,25.2,2021,,
VHH,7810101A_C00,Du lịch - Văn hóa du lịch,C00,26,2022,,
VHH,7810101A_A00,Du lịch - Văn hóa du lịch,A00,25,2022,,
VHH,7810101A_A16,Du lịch - Văn hóa du lịch,A16,25,2022,,
VHH,7810101A_D01,Du lịch - Văn hóa du lịch,D01,25,2022,,
VHH,7810101A_D78,Du lịch - Văn hóa du lịch,D78,25,2022,,
VHH,7810101A_D96,Du lịch - Văn hóa du lịch,D96,25,2022,,
VHH,7810101A_C00,Du lịch - Văn hóa du lịch,C00,25.41,2023,,
VHH,7810101A_A00,Du lịch - Văn hóa du lịch,A00,24.41,2023,,
VHH,7810101A_A16,Du lịch - Văn hóa du lịch,A16,24.41,2023,,
VHH,7810101A_D01,Du lịch - Văn hóa du lịch,D01,24.41,2023,,
VHH,7810101A_D78,Du lịch - Văn hóa du lịch,D78,24.41,2023,,
VHH,7810101A_D96,Du lịch - Văn hóa du lịch,D96,24.41,2023,,
VHH,7810101A_C00,Du lịch - Văn hóa du lịch,C00,27.15,2024,,
VHH,7810101A_C19,Du lịch - Văn hóa du lịch,C19,26.15,2024,,
VHH,7810101A_D01,Du lịch - Văn hóa du lịch,D01,26.15,2024,,
VHH,7810101A_D09,Du lịch - Văn hóa du lịch,D09,26.15,2024,,
VHH,7810101A_D14,Du lịch - Văn hóa du lịch,D14,26.15,2024,,
VHH,7810101A_D15,Du lịch - Văn hóa du lịch,D15,26.15,2024,,
VHH,7810101A_D01,Văn hóa du lịch,D01,24.83,2025,,
VHH,7810101A_C03,Văn hóa du lịch,C03,25.33,2025,,
VHH,7810101A_C04,Văn hóa du lịch,C04,25.33,2025,,
VHH,7810101A_D14,Văn hóa du lịch,D14,25.33,2025,,
VHH,7810101A_D15,Văn hóa du lịch,D15,25.33,2025,,
VHH,7810101A_X01,Văn hóa du lịch,X01,25.33,2025,,
VHH,7810101A_X78,Văn hóa du lịch,X78,25.33,2025,,
VHH,7810101A_C00,Văn hóa du lịch,C00,26.83,2025,,
VHH,7810101A_X70,Văn hóa du lịch,X70,26.83,2025,,
VHH,7810101B_C00,"Du lịch - Lữ hành, Hướng dẫn du lịch",C00,24.85,2019,,
VHH,7810101B_D01,"Du lịch - Lữ hành, Hướng dẫn du lịch",D01,21.85,2019,,
VHH,7810101B_D78,"Du lịch - Lữ hành, Hướng dẫn du lịch",D78,21.85,2019,,
VHH,7810101B_D01,"Du lịch -Lữ hành, hướng dẫn du lịch",D01,25.5,2020,,
VHH,7810101B_D78,"Du lịch -Lữ hành, hướng dẫn du lịch",D78,25.5,2020,,
VHH,7810101B_D96,"Du lịch -Lữ hành, hướng dẫn du lịch",D96,25.5,2020,,
VHH,7810101B_C00,"Du lịch -Lữ hành, hướng dẫn du lịch",C00,26.5,2020,,
VHH,7810101B_C00,"Du lịch - Lữ hành, hướng dẫn du lịch",C00,26.7,2021,,
VHH,7810101B_A00,"Du lịch - Lữ hành, hướng dẫn du lịch",A00,25.7,2021,,
VHH,7810101B_A16,"Du lịch - Lữ hành, hướng dẫn du lịch",A16,25.7,2021,,
VHH,7810101B_D01,"Du lịch - Lữ hành, hướng dẫn du lịch",D01,25.7,2021,,
VHH,7810101B_D78,"Du lịch - Lữ hành, hướng dẫn du lịch",D78,25.7,2021,,
VHH,7810101B_D96,"Du lịch - Lữ hành, hướng dẫn du lịch",D96,25.7,2021,,
VHH,7810101B_C00,"Du lịch - Lữ hành, hướng
dẫn du lịch",C00,27,2022,,
VHH,7810101B_A00,"Du lịch - Lữ hành, hướng
dẫn du lịch",A00,26,2022,,
VHH,7810101B_A16,"Du lịch - Lữ hành, hướng
dẫn du lịch",A16,26,2022,,
VHH,7810101B_D01,"Du lịch - Lữ hành, hướng
dẫn du lịch",D01,26,2022,,
VHH,7810101B_D78,"Du lịch - Lữ hành, hướng
dẫn du lịch",D78,26,2022,,
VHH,7810101B_D96,"Du lịch - Lữ hành, hướng
dẫn du lịch",D96,26,2022,,
VHH,7810101B_C00,"Du lịch - Lữ hành, hướng dẫn du lịch",C00,25.8,2023,,
VHH,7810101B_A00,"Du lịch - Lữ hành, hướng dẫn du lịch",A00,24.8,2023,,
VHH,7810101B_A16,"Du lịch - Lữ hành, hướng dẫn du lịch",A16,24.8,2023,,
VHH,7810101B_D01,"Du lịch - Lữ hành, hướng dẫn du lịch",D01,24.8,2023,,
VHH,7810101B_D78,"Du lịch - Lữ hành, hướng dẫn du lịch",D78,24.8,2023,,
VHH,7810101B_D96,"Du lịch - Lữ hành, hướng dẫn du lịch",D96,24.8,2023,,
VHH,7810101B_C00,"Du lịch - Lữ hành, hướng dẫn du lịch",C00,27.67,2024,,
VHH,7810101B_C19,"Du lịch - Lữ hành, hướng dẫn du lịch",C19,26.67,2024,,
VHH,7810101B_D01,"Du lịch - Lữ hành, hướng dẫn du lịch",D01,26.67,2024,,
VHH,7810101B_D09,"Du lịch - Lữ hành, hướng dẫn du lịch",D09,26.67,2024,,
VHH,7810101B_D14,"Du lịch - Lữ hành, hướng dẫn du lịch",D14,26.67,2024,,
VHH,7810101B_D15,"Du lịch - Lữ hành, hướng dẫn du lịch",D15,26.67,2024,,
VHH,7810101B_D01,"Lữ hành, hướng dẫn du lịch",D01,25.2,2025,,
VHH,7810101B_C03,"Lữ hành, hướng dẫn du lịch",C03,25.7,2025,,
VHH,7810101B_C04,"Lữ hành, hướng dẫn du lịch",C04,25.7,2025,,
VHH,7810101B_D14,"Lữ hành, hướng dẫn du lịch",D14,25.7,2025,,
VHH,7810101B_D15,"Lữ hành, hướng dẫn du lịch",D15,25.7,2025,,
VHH,7810101B_X01,"Lữ hành, hướng dẫn du lịch",X01,25.7,2025,,
VHH,7810101B_X78,"Lữ hành, hướng dẫn du lịch",X78,25.7,2025,,
VHH,7810101B_C00,"Lữ hành, hướng dẫn du lịch",C00,27.2,2025,,
VHH,7810101B_X70,"Lữ hành, hướng dẫn du lịch",X70,27.2,2025,,
VHH,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,D01;D78;D96,21.25,2019,,
VHH,7810101C,Dư lịch - Hưỡng dẫn du lịch quốc tế,D01;D78;D96,30.25,2020,,
VHH,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,A00;A16;D01;D78;D96,32.4,2021,Tiếng Anh nhân 2,
VHH,7810101C,"Du lịch - Hướng dẫn du 
lịch quốc tế",A00;A16;D01;D78;D96,31.85,2022,Tiếng Anh nhân 2,
VHH,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,A00;A16;D01;D78;D96,31.4,2023,Thang điểm 40,
VHH,7810101C,Du lịch - Hướng dẫn du lịch quốc tế,C19;D01;D09;D14;D15,33.33,2024,,
VHH,7810101C_D14,Hướng dẫn du lịch quốc tế,D14,23.3,2025,,
VHH,7810101C_D15,Hướng dẫn du lịch quốc tế,D15,23.3,2025,,
VHH,7810101C_X78,Hướng dẫn du lịch quốc tế,X78,23.3,2025,,
VHH,7810101C_D01,Hướng dẫn du lịch quốc tế,D01,22.8,2025,,
VHS,7220112,Văn hoá các dân tộc thiểu số Việt Nam,C00;D01;D09;D15,15,2019,,
VHS,7220112,Văn hoá các dân tộc thiểu số Việt Nam,C00;D01;D09;D15,15,2020,,
VHS,7220112,Ngành Văn hóa các dân tộc thiểu số Việt Nam,C00;D01;D09;D15,15,2021,,
VHS,7220112,"Ngành văn hóa các dân
tộc thiểu số Việt Nam",C00;D01;D09;D15,15,2022,,
VHS,7220112,Ngành Văn hóa các dân tộc thiểu số Việt Nam,C00;D01;D09;D15,15,2023,,
VHS,7220112,Ngành Văn hóa các dân tộc thiểu số Việt Nam,C00;D01;D09;D15,22,2024,,
VHS,7220112,Văn hóa các dân tộc thiểu số Việt Nam,C00;C03;C04;D01;D10;D15,24.5,2025,,
VHS,7229040A,Văn hóa học,C00;D01;D09;D15,17,2019,,
VHS,7229040A,"Văn hóa học, chuyên ngành Văn hóa Việt Nam",C00;D01;D09;D15,16.5,2020,,
VHS,7229040A,"Ngành Văn hóa học, chuyên ngành Văn hóa Việt Nam",C00;D01;D09;D15,16,2021,,
VHS,7229040A,"Ngành Văn hóa học,
chuyên ngành Văn hóa
Việt Nam",C00;D01;D09;D15,21.5,2022,,
VHS,7229040A,"Ngành Văn hóa học, chuyên ngành Văn hóa Việt Nam",C00;D01;D09;D15,21.5,2023,,
VHS,7229040A,"Ngành Văn hóa học, chuyên ngành Văn hóa Việt Nam",C00;D01;D09;D15,25.5,2024,,
VHS,7229040A,"Văn hóa học, chuyên ngành Văn hóa Việt Nam",C00;C03;C04;C14;D01;D14;D15,25.8,2025,,
VHS,7229040B,Văn hóa học,C00;D01;D09;D15,17,2019,,
VHS,7229040B,"Văn hóa học, chuyên ngành Công nghiệp Văn hóa",C00;D01;D09;D15,15,2020,,
VHS,7229040B,"Ngành Văn hóa học, chuyên ngành Công nghiệp Văn hóa",C00;D01;D09;D15,16,2021,,
VHS,7229040B,"Ngành Văn hóa học,
chuyên ngành Công nghiệp Văn hóa",C00;D01;D09;D15,22.5,2022,,
VHS,7229040B,"Ngành Văn hóa học, chuyên ngành Công nghiệp Văn hóa",C00;D01;D09;D15,22,2023,,
VHS,7229040B,"Ngành Văn hóa học, chuyên ngành Công nghiệp Văn hóa",C00;D01;D09;D15,26.3,2024,,
VHS,7229040B,"Văn hóa học, chuyên ngành Công nghiệp Văn hóa",C00;C03;C04;C14;D01;D14;D15,25.95,2025,,
VHS,7229040C,Văn hóa học,C00;D01;D09;D15,19.5,2019,,
VHS,7229040C,"Văn hóa học, chuyên ngành Truyền thông Văn hóa",C00;D01;D09;D15,20,2020,,
VHS,7229040C,"Ngành Văn hóa học, chuyên ngành Truyền thông Văn hóa",C00;D01;D09;D15,23,2021,,
VHS,7229040C,"Ngành Văn hóa học,
chuyên ngành Truyền thông Văn hóa",C00;D01;D09;D15,25.5,2022,,
VHS,7229040C,"Ngành Văn hóa học, chuyên ngành Truyền thông Văn hóa",C00;D01;D09;D15,24.25,2023,,
VHS,7229040C,"Ngành Văn hóa học, chuyên ngành Truyền thông Văn hóa",C00;D01;D09;D15,27.85,2024,,
VHS,7229040C,"Văn hóa học, chuyên ngành Truyền thông Văn hóa",C00;D01;D14;D15,26.75,2025,,
VHS,7229042A,Quản lý văn hóa,C00;D01;D09;D15,18.5,2019,,
VHS,7229042A,"Quản lý văn hóa, chuyên ngành Quản lý hoạt động Văn hóa Xã hội",C00;D01;D09;D15,15,2020,,
VHS,7229042A,"Ngành Quản lý văn hóa, chuyên ngành Quản lý hoạt động văn hóa xã hội",C00;D01;D09;D15,21,2021,,
VHS,7229042A,"Ngành Quản lý văn hóa,
chuyên ngành Quản lý hoạt động văn hóa xã hội",C00;D01;D09;D15,19.5,2022,,
VHS,7229042A,"Ngành Quản lý văn hóa, chuyên ngành Quản lý hoạt động văn hóa xã hội",C00;D01;D09;D15,22,2023,,
VHS,7229042A,"Ngành Quản lý văn hóa, chuyên ngành Quản lý hoạt động văn hóa xã hội",C00;D01;D09;D15,25.85,2024,,
VHS,7229042A,"Quản lý văn hóa, chuyên ngành Quản lý hoạt động văn hóa xã hội",C00;C14;D01;D14;D15,25.95,2025,,
VHS,7229042C,Quản lý văn hóa,R01;R02;R03;R04,15,2019,,
VHS,7229042C,"Quản lý  văn hóa, chuyên ngành Tổ chức dàn dựng chương trình Văn hóa Nghệ thuật",R01;R02;R03;R04,15,2020,,
VHS,7229042C,"Ngành Quản lý văn hóa, chuyên ngành Tổ chức, dàn dựng chương trình văn hóa nghệ thuật",R01;R02;R03;R04,18,2021,,
VHS,7229042C,"Ngành Quản lý văn hóa,
chuyên ngành Tổ chức, dàn dựng chương trình văn hóa nghệ thuật",R01;R02;R03;R04,17,2022,,
VHS,7229042C,"Ngành Quàn lý văn hóa, chuyên ngành Tổ chức, dàn dựng chương trình văn hóa nghệ thuật",C00;D01;D09;D15,17,2023,,
VHS,7229042C,"Ngành Quản lý văn hóa, chuyên ngành Tổ chức, dàn dựng chương trình văn hóa nghệ thuật",C00;D01;D09;D15,22.5,2024,,
VHS,7229042C,Quản lý văn hóa,R01;R02;R03;R04,24.1,2025,,
VHS,7320201,Thông tin - thư viện,C00;D01;D09;D15,15,2019,,
VHS,7320201,Thông tin - Thư viện,C00;D01;D09;D15,15,2020,,
VHS,7320201,Ngành Thông tin - Thư viện,C00;D01;D09;D15,15,2021,,
VHS,7320201,"Ngành Thông tin - Thư
viện",C00;D01;D09;D15,15,2022,,
VHS,7320201,Ngành Thông tin - Thư viện,C00;D01;D09;D15,16,2023,,
VHS,7320201,Ngành Thông tin - Thư viện,C00;D01;D09;D15,24,2024,,
VHS,7320201,Thông tin - Thư viện,C00;D01;D09;D15,24.8,2025,,
VHS,7810103A,Quản trị dịch vụ du lịch và lữ hành,C00;D01;D10;D15,22,2019,,
VHS,7810103A,"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;D01;D10;D15,25,2020,,
VHS,7810103A,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;D01;D10;D15,25,2021,,
VHS,7810103A,"Ngành Quản trị dịch vụ
du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;D01;D10;D15,26.25,2022,,
VHS,7810103A,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;D01;D10;D15,24,2023,,
VHS,7810103A,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;D01;D10;D15,27,2024,,
VHS,7810103A,"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",C00;C14;D01;D04,26.05,2025,,
VHS,7810103B,Quản trị dịch vụ du lịch và lữ hành,C00;D01;D10;D15,21.25,2019,,
VHS,7810103B,"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;D01;D10;D15,24,2020,,
VHS,7810103B,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;D01;D10;D15,24,2021,,
VHS,7810103B,"Ngành Quản trị dịch vụ
du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;D01;D10;D15,26,2022,,
VHS,7810103B,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;D01;D10;D15,23.5,2023,,
VHS,7810103B,"Ngành Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;D01;D10;D15,26.5,2024,,
VHS,7810103B,"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",C00;C14;D01;D04,25.85,2025,,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,18.75,2019,,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,18,2020,TO >= 6; TTNV <= 3,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,22.5,2021,TO >= 7; TTNV <= 3,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,24,2022,,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,23,2023,,
VKU,7340101,Quản trị kinh doanh,A00;A01;D01;D90,23.28,2024,,
VKU,7340101,Quản trị kinh doanh,A00;A01;C03;D01;X02;X26,22,2025,,
VKU,7480108,Công nghệ kỹ thuật máy tính,A00;A01;D01;D90,17,2019,,
VKU,7480108,Công nghệ kỹ thuật máy tính,A00;A01;D01;D90,18,2020,TO >= 6.4; TTNV <= 1,
VKU,7480108,Công nghệ kỹ thuật máy tính,A00;A01;D01;D90,20,2021,TO >= 7.6; TTNV <= 3,
VKU,7480108,"Công nghệ kỹ thuật máy tính
(kỹ sư)",A00;A01;D01;D90,23,2022,,
VKU,7480108,Công nghệ kỹ thuật máy tính (kỹ sư),A00;A01;D01;D90,23,2023,,
VKU,7480108,Công nghệ kỹ thuật máy tính (kỹ sư),A00;A01;D01;D90,22.5,2024,,
VKU,7480108,Công nghệ kỹ thuật máy tính (kỹ sư),A00;A01;D01;D07;X06;X26,20,2025,,
VKU,7480201,Công nghệ thông tin,A00;A01;D01;D90,19.75,2019,,
VKU,7480201,Công nghệ thông tin,A00;A01;D01;D90,18,2020,TO >= 7.2; TTNV <= 2,
VKU,7480201,Công nghệ thông tin,A00;A01;D01;D90,23,2021,TO >= 7; TTNV <= 4,
VKU,7480201,Công nghệ thông tin (kỹ sư),A00;A01;D01;D90,25,2022,,
VKU,7480201,Công nghệ thông tin (kỹ sư),A00;A01;D01;D90,25.01,2023,,
VKU,7480201,Công nghệ thông tin (kỹ sư),A00;A01;D01;D90,23,2024,,
VKU,7480201,Công nghệ thông tin (kỹ sư),A00;A01;D01;D07;X06;X26,20,2025,,
VLU,7480201,Công nghệ thông tin,A00;A01;C04;D01,15,2019,,
VLU,7480201,Công nghệ thông tin ( Khoa học máy tính; Mạng máy tính và truyền thông; IoT (Internet vạn vật); An ninh và an toàn thông tin),A00;A01;C04;D01,15,2020,,
VLU,7480201,Công nghệ thông tin,A00;A01;C04;D01,15,2021,,
VLU,7480201,Công nghệ thông tin,A00;A01;C04;D01,16,2022,,
VLU,7480201,Công nghệ thông tin,A00;A01;C04;D01,15,2023,,
VLU,7480201,Công nghệ thông tin,A00;A01;C04;D01,15,2024,,
VLU,7480201,Công nghệ thông tin,A00;A01;C01;C03;C04;D01;D07;X02,14,2025,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2019,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2020,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2021,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2022,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2023,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C04;D01,15,2024,,
VLU,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;A03;A04;A07;C01;C03;D01,14,2025,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2019,,
VLU,7510203,Công nghiệp kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2020,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2021,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2022,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2023,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;C04;D01,15,2024,,
VLU,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;A03;A04;A07;C01;C03;D01,14,2025,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,16.25,2019,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,18,2020,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,15.5,2021,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,16.5,2022,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,15,2023,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;C04;D01,15,2024,,
VLU,7510205,Công nghệ kỹ thuật ô tô,A00;A01;A03;A04;A07;C01;C03;D01,14,2025,,
VLU,7510206,Công nghệ kỹ thuật nhiệt,A00;A01;C04;D01,15,2019,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;C04;D01,15,2020,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;C04;D01,15,2021,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;C04;D01,15,2022,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;C04;D01,15,2023,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;C04;D01,15,2024,,
VLU,7510206,Công nghệ kỹ thuật nhiệt (Điện lạnh),A00;A01;A03;A04;C03;D01;D09;D10,14,2025,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C04;D01,15,2019,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử (Công nghệ kỹ thuật điện tử - viễn thông; Kỹ thuật điện)",A00;A01;C04;D01,15,2020,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C04;D01,15,2021,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C04;D01,15,2022,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C04;D01,15,2023,,
VLU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C04;D01,15,2024,,
