Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024
BVS,7340301,Kế toán,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,18.0,21.7,23.95,22.9,20.0,20.95
BVS,7480201,Công nghệ thông tin,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,22.0,25.1,25.9,25.85,25.1,25.17
BVS,7480202,An toàn thông tin,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,20.0,24.2,25.4,25.05,24.44,24.68
BVS,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,17.0,20.25,19.3,19.0,18.15,20.85
BVS,7520207,Kỹ thuật điện tử - viễn thông,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,17.0,20.0,22.7,21.0,21.9,23.23
BVU,7220201,Ngôn ngữ Anh,A01;D01;D14;D15;D66,A01;D01;D14;D15;D66,A01;D01;D14;D15;D66,A01;D01;D15;D66,A01;D01;D15;D66,A01;D01;D15;D66,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7340101,Quản trị kinh doanh,A00;A01;C00;C01;D01,A00;A01;C00;C01;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7340301,Kế toán,A00;A01;A04;C00;C01;D01,A00;A01;A04;C00;C01;D01,A00;A01;A09;C00;C04;D01,A00;A01;C00;C14;D01,A00;A01;C00;C14;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7380101,Luật,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A01;C00;C20;D01,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7480201,Công nghệ thông tin,A00;A01;A04;C00;D01,A00;A01;A04;C00;D01,A00;A01;A02;C00;D01,A00;A01;C00;C01;D01,A00;A01;C00;C01;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;A04;C00;D01,A00;A01;A04;C00;D01,A00;A01;A02;C00;D01,A00;A01;C00;C01;D01,A00;A01;C00;C01;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
BVU,7510605,Logistics và Quản lý chuỗi cung ứng,A00;A01;C00;C01;D01,A00;A01;C00;C01;D01,A00;A01;C00;C04;D01,A00;A01;C00;C20;D01,A00;A01;C00;C20;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
CCM,7210404,Thiết kế thời trang,D01;H00;V00;V01,D01;H00;V00;V01,D01;H00;V00;V01,D01;H00;V00;V01,D01;H00;V00;V01,D01;V00;V01;H00,14.0,15.0,18.0,19.0,20.0,18.0
CCM,7340115,Marketing,A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.0,15.0,16.5,17.0,18.0,15.0
CCM,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.0,15.0,16.5,17.0,18.0,15.0
CCM,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.0,15.0,16.5,17.0,18.0,15.0
CCM,7510601,Quản lý công nghiệp,A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.0,15.0,16.5,17.0,18.0,15.0
CCM,7540202,"Công nghệ sợi, dệt",A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.0,15.0,16.5,17.0,18.0,15.0
CCM,7540209,Công nghệ may,A00;A01;B00;D01;D07,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,16.0,16.0,17.5,18.0,19.0,15.0
CEA,7310101,Kinh tế,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.5,14.7,14.0,15.0,18.0,17.0
CEA,7340101,Quản trị kinh doanh,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.3,14.1,14.0,13.0,18.0,17.0
CEA,7340201,Tài chính - Ngân hàng,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,14.35,15.8,14.0,15.5,18.0,17.0
CEA,7340301,Kế toán,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,14.0,14.0,15.0,18.0,17.0
CEA,7620201,Lâm học,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,14.0,14.0,15.5,20.0,18.0
CEA,7640101,Thú y,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.45,15.3,14.0,14.0,18.0,17.0
CEA,7850103,Quản lý đất đai,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,17.55,15.65,14.0,15.5,19.0,17.0
DAD,7220201,Ngôn ngữ Anh,A01;D01;D12;D14;D15;D78;D90,A01;D01;D78;D90;D96,A01;D01;D78;D90,A01;D01;D78;D90,A01;D01;D78;D90,A01;D01;D78;D90,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7220204,Ngôn ngữ Trung Quốc,A01;A16;C15;D01;D04;D16;D78,A01;C00;D01;D04;D78,A01;C00;C15;D01;D04;D78,A01;D01;D04;D78,A01;D01;D04;D78,A01;D01;D04;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7310401,Tâm lý học,A00;A15;C00;C16;D01;D78,A00;A16;C00;C15;D01;D78,A00;B00;C00;D01;D78,A00;A01;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,14.0,14.5,15.0,15.0,15.0,15.0
DAD,7340101,Quản trị kinh doanh,A00;A01;A16;C15;D01;D78,A00;A01;A16;C00;D01;D78,A00;A01;C01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7340201,Tài chính - Ngân hàng,A00;A01;A16;C15;D01;D78,A00;A01;A16;C15;D01;D78,A00;A01;C01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7340301,Kế toán,A00;A01;A16;C15;D01;D78,A00;A01;A16;C15;D01;D78,A00;A01;C01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,A00;A01;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7340404,Quản trị nhân lực,A00;A16;C00;C15;D01;D78,A00;C00;C15;D01;D78,A00;A01;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7340406,Quản trị văn phòng,A00;A16;C00;C15;D01;D78,A00;C00;C15;D01;D78,A00;A01;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7380107,Luật kinh tế,A00;C00;C15;D01;D78,A00;C00;C15;D01;D78,A00;C00;D01;D78;D90,A00;C00;D01;D78,A00;C00;D01;D78,A00;C00;D01;D78,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7480201,Công nghệ thông tin,A00;A01;A16;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,17.5,14.0,15.0,15.0,15.0,15.0
DAD,7510103,Công nghệ kỹ thuật xây dựng,A00;A01;A16;C01;C02;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7510205,Công nghệ kỹ thuật ô tô,A00;A01;A16;C01;C02;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;A16;C01;C02;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01;A16;C01;C02;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,15.0,15.0,15.0,15.0,15.0
DAD,7540101,Công nghệ thực phẩm,A00;B00;B08;D01;D08,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7620101,Nông nghiệp,A00;B00;B08;D01;D08,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,A00;B00;B08;D01,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7720201,Dược học,A00;B00;B03;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,20.0,21.0,21.0,21.0,21.0,21.0
DAD,7720301,Điều dưỡng,A00;A02;A16;B00;B03;B08;D90,A00;B00;B08;D08;D90,A00;B00;B08;D90,A00;B00;B08;D90,A00;B00;B08;D90,A00;B00;B08;D90,18.0,19.0,19.0,19.0,19.0,19.0
DAD,7720401,Dinh dưỡng,A00;A02;A16;B00;B03;B08;D90,A00;B00;B08;D08;D90,A00;B00;B08;D90,A00;B00;B08;D90,A00;B00;B08;D90,A00;B00;B08;D90,18.0,15.0,15.0,15.0,15.0,15.0
DAD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;C00;C15;D01;D78;D90,A00;C00;C15;D01;D78;D90,A00;C00;D01;D10;D78;D90,C00;D01;D78;D90,C00;D01;D78;D90,C00;D01;D78;D90,14.0,14.0,15.0,15.0,15.0,15.0
DAD,7810201,Quản trị khách sạn,A00;C00;C15;D01;D78;D90,A00;C00;C15;D01;D78;D90,A00;C00;D01;D10;D78;D90,C00;D01;D78;D90,C00;D01;D78;D90,C00;D01;D78;D90,14.0,14.0,15.0,15.0,15.0,15.0
DBG,7310101,Kinh tế,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;D01;C20,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7340301,Kế toán,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;C20;D01,A00;A01;D01;C20,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7540101,Công nghệ thực phẩm,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7620105,Chăn nuôi,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7620110,Khoa học cây trồng,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7620112,Bảo vệ thực vật,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7620211,Quản lý tài nguyên rừng,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7640101,Thú y,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A01;B00;D01;C20,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7850101,Quản lý tài nguyên và môi trường,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A00;A01;B00;C20;D01,A01;B00;D01;C20,13.0,15.0,15.0,15.0,15.0,15.0
DBG,7850103,Quản lý đất đai,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,A00;A01;B00;D01,13.0,15.0,15.0,15.0,15.0,15.0
DBL,7220101,Tiếng Việt và văn hoá Việt Nam,C00;C03;C15;D01;D78,C00;C03;C15;D01;D78,C00;C03;C15;D01;D78,C00;C03;D01;D78,C00;C03;D01;D78,C00;C03;D01;D78,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7220201,Ngôn ngữ Anh,D01;D09;D14;D78,D01;D09;D14;D78,D01;D09;D14;D78,D01;D09;D14;D78,D01;D09;D14;D78,D01;D09;D14;D78,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7340101,Quản trị kinh doanh,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,15.0,15.0,15.0,16.0,15.0
DBL,7340201,Tài chính - Ngân hàng,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,15.0,15.0,15.0,16.0,15.0
DBL,7340301,Kế toán,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;A16;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,A00;A01;D01;D90,14.0,15.0,15.0,15.0,16.0,15.0
DBL,7440301,Khoa học môi trường,A00;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;A01;A02;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7480201,Công nghệ thông tin,A00;A01;A16;D07;D90,A00;A01;A16;D07;D90,A00;A01;A16;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,A00;A01;D07;D90,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7620105,Chăn nuôi,A00;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7620112,Bảo vệ thực vật,A00;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,14.0,15.0,15.0,15.0,15.0,15.0
DBL,7620301,Nuôi trồng thủy sản,A00;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;A02;A16;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,14.0,15.0,15.0,15.0,15.0,15.0
DCD,7220201,Ngôn ngữ Anh,D01;D14;D15;D66;D84,D01;D14;D15;D66;D84,D01;D14;D15;D66;D84,D01;D14;D15;D66;D84,D01;D14;D15;D66;D84,D01;D14;D15;D66,15.5,15.0,15.0,15.0,15.0,15.0
DCD,7340101,Quản trị kinh doanh,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;C00;D01,15.5,15.0,15.0,15.0,15.0,15.0
DCD,7340201,Tài chính - Ngân hàng,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;A09;C00;D01;D84,A00;A07;C00;D01,14.0,15.25,15.0,15.0,15.0,15.0
DCD,7480201,Công nghệ thông tin,A00;A01;A04;A10;D01,A00;A01;A04;A10;D01,A00;A01;A04;A10;D01,A00;A01;A04;A10;D01,A00;A01;A04;A10;D01,A00;A01;A10;D01,14.0,15.0,15.0,15.0,15.0,15.0
DCD,7510205,Công nghệ kỹ thuật ô tô,A00;A01;A03;A04;A10,A00;A01;A03;A04;A10,A00;A01;A03;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,16.0,15.0,15.0,15.0,15.0,15.0
DCD,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,A00;A01;A04;A10,14.0,15.0,15.0,15.0,15.0,15.0
DCD,7540101,Công nghệ thực phẩm,A00;A06;A07;B00;B04;D07,A00;A06;A07;B00;B04;D07,A00;A06;A07;B00;B04;D07,A00;A06;A07;B00;B04,A00;A06;A07;B00;B04;D04,A00;A07;B00;B04,14.0,15.0,15.0,15.0,15.0,15.0
DCD,7720301,Điều dưỡng,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;B00;C08;D07,18.0,19.0,19.0,19.0,19.0,19.0
DCD,7720601,Kỹ thuật xét nghiệm y học,A00;A06;A16;B00;B04;C08;D07,A00;A06;A16;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;A06;B00;B04;C08;D07,A00;B00;C08;D07,18.0,19.0,19.0,19.0,19.0,19.0
DCD,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A07;C00;C20;D01;D66,A00;A07;C00;C20;D01;D66,A00;A07;A09;C00;C20;D01,A00;A07;A09;C00;C20;D01,A00;A07;A09;C00;D01;D84,A00;A07;C00;D01,17.0,15.0,15.0,15.0,15.0,15.0
DCH,7860207,Chỉ huy tham mưu đặc công,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,19.9,24.15,23.9,24.0,18.05,22.45
DCL,7220101,Tiếng Việt và văn hoá Việt Nam,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7310608,Đông phương học,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D01;D14,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7340101,Quản trị kinh doanh,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;D01;C04,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7340121,Kinh doanh thương mại,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;D01;C04,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7340201,Tài chính - Ngân hàng,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;D01;C04,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7340301,Kế toán,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;C04;D01,A00;A01;D01;C04,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7380107,Luật kinh tế,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7510102,Công nghệ kỹ thuật công trình xây dựng,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7540101,Công nghệ thực phẩm,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7620109,Nông học,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7620112,Bảo vệ thực vật,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7720301,Điều dưỡng,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,18.0,19.0,19.0,19.0,19.0,19.0
DCL,7720601,Kỹ thuật xét nghiệm y học,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,18.0,19.0,19.0,19.0,19.0,19.0
DCL,7760101,Công tác xã hội,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,14.0,15.0,15.0,15.0,15.0,15.0
DCL,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.0,15.0,15.0,15.0,15.0,15.0
