Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024
HHT,7620110,Khoa học cây trồng,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,13.5,14.0,15.0,15.0,16.0,15.0
HHT,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;C04;C14;C20;D01,A00;C04;C14;C20;D01,A00;C04;C14;C20;D01,A00;C04;C14;C20;D01,A00;C04;C14;C20;D01,A00;C14;C04;D01,13.5,14.0,15.0,15.0,16.0,15.0
HIU,7210403,Thiết kế đồ họa,A00;A01;H00;H01;H02;V00;V01,A00;A01;H00;H01;H02;V00;V01,A00;A01;H00;H01;V00;V01,A00;A01;H00;H01;V00;V01,A00;A01;H00;H01,A00;A01;H00;H01,15.0,15.0,15.0,15.0,15.0,15.0
HIU,7220201,Ngôn ngữ Anh,A01;D01;D14;D15;D96,A01;D01;D14;D15;D96,A01;D01;D14;D15;D96,A01;D01;D14;D15;D96,A01;D01;D14;D15;D96,A01;D01;D14;D15,16.0,15.0,15.0,15.0,16.0,15.0
HIU,7310206,Quan hệ quốc tế,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,15.0,15.0,15.0,15.0,16.0,17.75
HIU,7310630,Việt Nam học,A01;A07;C00;D01;D78,A01;A07;C00;D01;D78,A01;A07;C00;D01;D78,A01;A07;C00;C01;D01;D78,A01;A07;C00;C01;D01;D78,A07;C00;D01;D78,15.0,15.0,15.0,15.0,17.0,18.0
HIU,7320104,Truyền thông đa phương tiện,A01;C00;D01;D15;D78,A01;C00;D01;D15;D78,A01;C00;D01;D15;D78,A01;C00;D01;D15;D78,A01;C00;D01;D15;D78,A01;C00;D01;D15,15.0,15.0,15.0,15.0,16.0,16.25
HIU,7340101,Quản trị kinh doanh,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,16.0,15.0,15.0,15.0,16.0,15.0
HIU,7340201,Tài chính - Ngân hàng,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;D01;C01,15.0,15.0,15.0,15.0,16.0,15.0
HIU,7340301,Kế toán,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;D01;C01,15.0,15.0,15.0,15.0,15.0,15.0
HIU,7380101,Luật,A00;A01;C00;C14;D01,A00;A01;C00;C14;D01,A00;A01;C00;C14;D01,A00;A01;C00;C14;D01,A00;A01;C00;C14;D01,A00;A01;C00;D01,15.0,15.0,15.0,15.0,15.0,15.0
HIU,7380107,Luật kinh tế,A00;A01;A08;C00;D01,A00;A01;A08;C00;D01,A00;A01;A08;C00;D01,A00;A01;A08;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,15.0,15.0,15.0,15.0,20.63,15.0
HIU,7480201,Công nghệ thông tin,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;D01;C01,16.0,15.0,15.0,15.0,16.0,15.0
HIU,7510605,Logistics và Quản lý chuỗi cung ứng,A00;A01;C00;D01;D90,A00;A01;C00;D01;D90,A00;A01;C00;D01;D90,A00;A01;C00;D01;D90,A00;A01;C00;D01;D90,A00;A01;D01;C00,17.0,15.0,15.0,15.0,15.0,15.0
HIU,7580101,Kiến trúc,A00;A01;D01;V00;V01,A00;A01;D01;V00;V01,A00;A01;D01;V00;V01,A00;A01;D01;V00;V01,A00;A01;D01;V00;V01,A00;A01;V00;V01,15.0,15.0,15.0,15.0,15.0,15.0
HIU,7720201,Dược học,A00;B00;C02;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;D07;D08,20.0,21.0,21.0,21.0,21.0,21.0
HIU,7720301,Điều dưỡng,A00;B00;C02;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;D07;D08,18.0,19.0,19.0,19.0,19.0,19.0
HIU,7720501,Răng - Hàm - Mặt,A00;B00;C02;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;D07;D08,21.0,22.0,22.0,22.0,22.5,22.5
HIU,7720601,Kỹ thuật xét nghiệm y học,A00;B00;C02;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;D07;D08,18.0,19.0,19.0,19.0,19.0,19.0
HIU,7720603,Kỹ thuật phục hồi chức năng,A00;B00;C02;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;C02;D07;D08;D90,A00;B00;D07;D08;D90,A00;B00;D07;D08,18.0,19.0,19.0,19.0,19.0,19.0
HIU,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,15.0,15.0,15.0,15.0,15.0,15.0
HIU,7810201,Quản trị khách sạn,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,16.0,15.0,15.0,15.0,15.0,15.0
HNM,7140114,Quản lý giáo dục,C00;D01;D14;D78,C00;D01;D14;D15;D78,C00;D01;D14;D78,C00;D01;D14;D78,C00;D01;D14;D78,D78;D14;D01;C00,18.0,20.33,29.0,32.0,23.25,26.03
HNM,7140201,Giáo dục Mầm non,D01;D72;D90;D96;M01;M09,D01;D72;D78;D90;D96,D01;D72;D78;D90;D96,D01;D72;D90;D96,D01;D72;D90;D96,D96;D90;D72;D01,30.5,20.0,26.57,30.12,23.0,24.45
HNM,7140202,Giáo dục Tiểu học,D01;D72;D78;D96,D01;D72;D78;D96,D01;D72;D78;D96,D01;D72;D78;D96,D01;D72;D78;D96,D96;D78;D72;D01,24.0,28.78,33.95,33.7,25.15,26.26
HNM,7140204,Giáo dục Công dân,C00;C19;D66;D78;D84;D96,D01;D14;D15;D66;D78;D84;D96,D01;D14;D15;D66;D78;D84;D96,D14;D15;D66;D78;D84;D96,D66;D78;D84;D96,D84;D66;D78;D96,25.0,20.0,27.5,30.57,25.19,25.99
HNM,7140209,Sư phạm Toán học,A00;A01;D01;D07;D90,A01;D01;D07;D90,A01;D01;D07;D90,A00;A01;D01;D07;D90,A01;D01;D07;D90,A01;D07;D90;D01,24.0,29.03,34.8,33.95,26.15,26.5
HNM,7140211,Sư phạm Vật lý,A00;A01;A01. A02;D07;D11;D90,A01;D01;D07;D11;D90,A01;D01;D07;D11;D90,A01;D07;D11;D72;D90,A01;D07;D11;D90,A01;D07;D90;D11,24.0,28.65,29.0,29.87,24.2,25.65
HNM,7140217,Sư phạm Ngữ văn,C00;D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D14;D15;D78;D01,25.5,28.3,34.43,33.93,25.8,26.58
HNM,7140218,Sư phạm Lịch sử,C00;C19;D09;D14;D78;D96,D01;D09;D14;D15;D78;D96,D01;D09;D14;D15;D78;D96,C00;D09;D14;D78;D96,D09;D14;D78;D96,D14;D09;D78;D96,23.5,20.0,30.1,36.0,25.15,26.18
HNM,7220201,Ngôn ngữ Anh,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D14;D15;D78;D01,27.5,29.88,34.55,33.4,25.22,26.1
HNM,7220204,Ngôn ngữ Trung Quốc,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D14;D15;D78;D01,28.0,30.02,35.07,33.02,25.31,26.25
HNM,7310201,Chính trị học,C00;C19;D01;D66;D78,C00;D01;D66;D78,C00;D01;D66;D78,C00;D01;D66;D78,C00;D01;D66;D78,C00;D78;D66;D01,18.0,18.0,22.07,30.5,16.0,24.65
HNM,7310630,Việt Nam học,A00;C00;D01;D14;D15;D78;D96,A00;C00;D01;D15;D78;D96,A00;C00;D01;D15;D78;D96,A00;C00;D01;D14;D15;D78;D96,A00;C00;D01;D14;D15;D78;D96,C00;D96;A00;D01,18.0,22.08,23.25,24.6,22.25,26.36
HNM,7340101,Quản trị kinh doanh,A00;C00;D01;D78;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D96,C00;D96;A00;D01,20.0,29.83,32.4,31.53,24.06,26.62
HNM,7340403,Quản lý công,A00;C00;D01;D14;D15;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D96,C00;D96;A00;D01,20.0,18.0,20.68,25.0,16.0,23.47
HNM,7380101,Luật,C00;D01;D66;D78;D90,C00;D01;D66;D78,C00;D01;D66;D78,C00;D01;D66;D78,C00;D01;D66;D78,C00;D78;D66;D01,20.0,29.25,32.83,33.93,23.5,26.5
HNM,7460112,Toán ứng dụng,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07,A01;A00;D07;D01,20.0,18.0,24.27,30.43,23.55,24.68
HNM,7480201,Công nghệ thông tin,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07;D90,A00;A01;D01;D07,A01;A00;D07;D01,20.0,29.2,32.25,32.38,22.55,23.65
HNM,7510605,Logistics và Quản lý chuỗi cung ứng,A00;C00;D01;D78;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D90;D96,A00;C00;D01;D96,C00;D96;A00;D01,20.0,29.82,32.8,32.78,24.2,26.86
HNM,7760101,Công tác xã hội,C00;D01;D14;D66;D78,C00;D01;D14;D15;D78,C00;D01;D14;D78,C00;D01;D14;D78,C00;D01;D14;D78,D78;D14;D01;C00,18.0,18.0,25.75,29.88,22.0,24.87
HNM,7810103,Quản trị dịch vụ du lịch và lữ hành,D01;D14;D15;D78,C00;D01;D14;D15;D78,C00;D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D15;D78;D14;D01,18.0,29.93,32.3,30.35,23.57,24.88
HNM,7810201,Quản trị khách sạn,D01;D14;D15;D78,C00;D01;D14;D15;D78,C00;D01;D14;D15;D78,D01;D14;D15;D78,D01;D14;D15;D78,D15;D78;D14;D01,18.0,30.2,32.33,29.65,23.25,24.8
HPN,7310399,Giới và Phát triển,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,14.5,14.0,15.0,15.0,15.0,15.5
HPN,7340101*1,Quản trị kinh doanh,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;D01,17.5,15.0,18.5,23.0,23.0,24.0
HPN,7340101*C00,Quản trị kinh doanh,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,C00,18.5,16.0,19.5,24.0,24.0,25.0
HPN,7380101,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,16.0,15.0,16.0,20.0,21.5,24.25
HPN,7760101,Công tác xã hội,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,15.0,14.0,15.0,15.0,16.25,22.25
HPN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,17.89,19.32,19.0,21.0,23.25,25.25
HSU,7210403,Thiết kế đồ họa,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,15.0,16.0,16.0,15.0,15.0,15.0
HSU,7210404,Thiết kế thời trang,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,15.0,16.0,16.0,15.0,16.0,15.0
HSU,7220201,Ngôn ngữ Anh,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,D01;D09;D14;D15,16.0,16.0,16.0,16.0,15.0,18.0
HSU,7310401,Tâm lý học,A01;D01;D08;D09,A01;D01;D08;D09,A01;D01;D08;D09,A01;D01;D08;D09,A01;D01;D08;D09,A01;D01;D08;D09,15.0,16.0,16.0,16.0,15.0,17.0
HSU,7340101,Quản trị kinh doanh,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,17.0,16.0,16.0,15.0,16.0
HSU,7340115,Marketing,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,17.0,16.0,16.0,15.0,18.0
HSU,7340120,Kinh doanh quốc tế,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,16.0,17.0,16.0,16.0,15.0,16.0
HSU,7340201,Tài chính - Ngân hàng,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7340301,Kế toán,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7340404,Quản trị nhân lực,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7340410,Quản trị công nghệ truyền thông,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,18.0,16.0,17.0,15.0,16.0
HSU,7480103,Kỹ thuật phần mềm,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D09;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,15.0,16.0,16.0,16.0,15.0,18.0
HSU,7480201,Công nghệ thông tin,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D09;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,A00;A01;D01;D03;D07;D28,15.0,16.0,16.0,16.0,15.0,18.0
HSU,7510605,Logistics và Quản lý chuỗi cung ứng,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7580108,Thiết kế nội thất,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,A01;D01;D09;D14,15.0,16.0,16.0,15.0,15.0,15.0
HSU,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7810201,Quản trị khách sạn,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,16.0
HSU,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,A00;A01;D01;D03;D09,15.0,16.0,16.0,16.0,15.0,17.0
HTA,7380101*A00,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00,20.55,22.1,24.25,24.3,21.5,23.42
HTA,7380101*A01,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A01,21.3,24.05,23.55,23.8,21.15,21.05
HTA,7380101*C00,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,C00,22.25,24.5,27.25,27.75,26.2,28.1
HTA,7380101*D01,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,D01,20.3,21.1,25.7,25.05,24.92,25.32
HTC,7220201,Ngôn ngữ Anh,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,29.82,32.7,35.77,34.32,34.4,34.73
HTC,7310101,Kinh tế,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,A01;D01;D07,21.65,24.7,26.35,25.75,25.85,26.13
HTC,7340101,Quản trị kinh doanh,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,25.55,25.5,26.7,26.15,26.17,26.22
HTC,7340301,Kế toán,A00;A01;D01;D07,007;A00;A01;D01;D07,007;A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,23.3,26.2,26.55,26.2,26.15,26.45
HTC,7340405,Hệ thống thông tin quản lý,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,21.25,24.85,26.1,25.9,25.94,26.03
HTN,7310202,Xây dựng Đảng và Chính quyền Nhà nước,A09;C00;C19;C20;D01;D66,A00;A09;C00;C20;D01;D66;D84,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,C00;C20;D01;A09,15.0,15.0,16.0,15.0,17.0,24.5
HTN,7310205,Quản lý nhà nước,A00;A01;A09;C00;C20;D01,A00;A09;C00;C20;D01;D66;D84,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,C00;C20;D01;A09,15.0,15.0,16.0,15.0,18.0,25.5
HTN,7320108,Quan hệ công chúng,C00;C20;D01;D10;D15;D84,C00;C20;D01;D15;D66;D84,C00;C20;D01;D15;D66,C00;C20;D01;D15;D66,C00;C20;D01;D15;D66,C00;C20;D01;D15,15.0,17.0,19.0,26.0,24.0,27.5
HTN,7380101,Luật,A00;A09;C00;C20;D01;D66,A00;A09;C00;C20;D66;D84,A00;A09;C00;C20;D01,A00;A09;C00;C20,A00;A09;C00;C20,C00;C20;A00;A09,16.0,17.0,19.0,24.0,22.0,25.5
HTN,7760101,Công tác xã hội,A09;C00;C14;C20;D01;D15,A09;C00;C20;D01;D15;D66,A00;A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,C00;C20;D01;A09,15.0,15.0,16.0,15.0,17.0,25.5
HTN,7760102,Công tác Thanh thiếu niên,A09;C00;C19;C20;D01,A09;C00;C20;D01;D66,A09;C00;C20;D01,A09;C00;C20;D01,A09;C00;C20;D01,C00;C20;D01;A09,15.0,15.0,16.0,15.0,17.0,24.5
HVC,7310201,Chính trị học,C00;C03;C04;C14,C00;C03;C04;C14,C00;C03;C04;C14;D01,C00;C03;C04;C14,C00;C03;C04;C14,C00;C03;C04;C14,18.7,23.25,23.9,17.0,21.5,22.0
HVC,7310202,Xây dựng Đảng và Chính quyền Nhà nước,C00;C03;C04;C14,C00;C03;C04;C14,C00;C03;C04;C14;D01,C00;C03;C04;C14,C00;C03;C04;C14,C00;C03;C04;C14,18.66,23.55,24.5,18.75,22.5,23.0
HVC,7310205,Quản lý nhà nước,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,21.15,24.0,24.8,22.0,22.5,23.5
HVC,7380101,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,21.2,24.25,25.0,24.5,23.5,25.0
HVC,7760101,Công tác xã hội,C00;C14;D01;D14,C00;C14;D01;D14,C00;C14;D01;D14,C00;C14;D01;D14,C00;C14;D01;D14,C00;C14;D01;D14,18.45,21.75,23.3,17.25,21.5,22.0
HYD,7720101,Y khoa,B00,B00,B00,B00,B00,B00,23.25,26.1,26.3,25.55,23.57,25.57
HYD,7720115,Y học cổ truyền,B00,B00,B00,B00,B00,B00,20.55,24.15,24.5,21.0,21.5,22.75
HYD,7720201,Dược học,A00,A00,A00,A00,A00,A00,21.9,25.0,24.95,24.4,23.09,23.52
IUH,7210404,Thiết kế thời trang,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D90,17.25,19.0,22.5,21.25,22.75,21.25
IUH,7220201,Ngôn ngữ Anh,D01;D14;D15;D96,D01;D14;D15;D96,D01;D14;D15;D96,D01;D14;D15;D96,D01;D14;D15;D96,D01;D14;D15;D96,19.5,20.5,24.5,22.25,22.5,23.0
IUH,7340101,Quản trị kinh doanh,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,19.5,22.75,25.5,25.5,24.25,24.25
IUH,7340101C,Quản trị kinh doanh Chất lượng cao,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,17.0,19.0,23.75,23.0,21.25,22.0
IUH,7340115,Marketing,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,19.5,24.5,26.0,26.0,25.0,25.25
IUH,7340115C,Marketing,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,17.0,19.0,24.5,24.0,22.25,22.5
IUH,7340120,Kinh doanh quốc tế,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,20.5,23.5,25.5,26.0,26.0,26.0
IUH,7340120C,Kinh doanh quốc tế (CTCLC),A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,A01;C01;D01;D96,18.0,19.0,24.0,24.0,23.0,23.0
IUH,7340122,Thương mại điện tử,A01;C01;D01;D90,A01;C01;D01;D90,A01;C01;D01;D90,A00;A01;C01;D01;D90,A01;C01;D01;D90,A01;C01;D01;D90,19.5,22.5,25.0,25.5,24.75,24.5
IUH,7340201,Tài chính - Ngân hàng,A00;A01;C01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D96,A00;A01;D01;D96,18.5,22.5,25.5,24.75,23.75,24.0
IUH,7340201C,Tài chính – Ngân hàng (CTCLC),A00;A01;C01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D96,A00;A01;D01;D96,16.5,19.0,23.5,23.0,21.5,21.5
IUH,7340301,Kế toán,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D96,A00;A01;D01;D96,19.0,21.5,25.0,25.0,22.75,23.0
IUH,7340301C,Kế toán,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D90;D96,A00;A01;D01;D96,A00;A01;D01;D96,16.5,19.0,23.0,22.5,20.0,21.0
IUH,7380107,Luật kinh tế,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,21.0,23.25,26.0,27.0,23.75,26.0
IUH,7380108,Luật quốc tế,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,A00;C00;D01;D96,19.5,20.5,24.25,25.0,22.0,24.5
IUH,7420201,Công nghệ sinh học,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,17.0,18.0,21.0,22.5,22.0,22.25
IUH,7420201C,Công nghệ sinh học,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,A00;B00;D07;D90,17.0,17.0,17.5,20.0,18.0,18.0
IUH,7480108,Công nghệ kỹ thuật máy tính,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,17.5,21.0,24.25,24.0,23.25,24.0
IUH,7480201,Công nghệ thông tin,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D90,A00;A01;C01;D01;D90,A00;A01;C01;D90,19.5,23.0,25.25,26.0,25.25,23.5
IUH,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C01;D90,101;A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,19.5,22.5,23.5,22.0,22.25,23.5
IUH,7510201C,Công nghệ kỹ thuật cơ khí,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,17.5,18.0,20.0,20.5,20.0,22.0
IUH,7510202,Công nghệ chế tạo máy,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,A00;A01;C01;D90,17.5,20.5,22.25,22.0,20.5,22.75
