Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
DTT,7340101_C01,Quản trị kinh doanh,,,,,,,C01,,,,,,,29.5
DTT,7340101_C02,Quản trị kinh doanh,,,,,,,C02,,,,,,,29.25
DTT,7340101_D01,Quản trị kinh doanh,,,,,,,D01,,,,,,,29.0
DTT,7340101_D07,Quản trị kinh doanh,,,,,,,D07,,,,,,,29.0
DTT,7340115,Marketing,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,32.5,35.25,36.9,34.8,34.45,34.25,
DTT,7340115_A00,Marketing,,,,,,,A00,,,,,,,31.49
DTT,7340115_A01,Marketing,,,,,,,A01,,,,,,,31.24
DTT,7340115_C01,Marketing,,,,,,,C01,,,,,,,31.74
DTT,7340115_C02,Marketing,,,,,,,C02,,,,,,,31.49
DTT,7340115_D01,Marketing,,,,,,,D01,,,,,,,31.24
DTT,7340115_D07,Marketing,,,,,,,D07,,,,,,,31.24
DTT,7340120,Kinh doanh quốc tế,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,33.0,35.25,36.3,34.5,34.6,33.8,
DTT,7340120_A00,Kinh doanh quốc tế,,,,,,,A00,,,,,,,31.26
DTT,7340120_A01,Kinh doanh quốc tế,,,,,,,A01,,,,,,,31.01
DTT,7340120_C01,Kinh doanh quốc tế,,,,,,,C01,,,,,,,31.51
DTT,7340120_C02,Kinh doanh quốc tế,,,,,,,C02,,,,,,,31.26
DTT,7340120_D01,Kinh doanh quốc tế,,,,,,,D01,,,,,,,31.01
DTT,7340120_D07,Kinh doanh quốc tế,,,,,,,D07,,,,,,,31.01
DTT,7340201,Tài chính - Ngân hàng,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,,30.0,33.5,34.8,33.6,32.5,33.0,
DTT,7340201_A00,Tài chính - Ngân hàng,,,,,,,A00,,,,,,,28.34
DTT,7340201_A01,Tài chính - Ngân hàng,,,,,,,A01,,,,,,,28.09
DTT,7340201_C01,Tài chính - Ngân hàng,,,,,,,C01,,,,,,,28.59
DTT,7340201_C02,Tài chính - Ngân hàng,,,,,,,C02,,,,,,,28.34
DTT,7340201_D01,Tài chính - Ngân hàng,,,,,,,D01,,,,,,,28.09
DTT,7340201_D07,Tài chính - Ngân hàng,,,,,,,D07,,,,,,,28.09
DTT,7340301,Kế toán,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;C01;D01,,30.0,33.5,34.8,33.3,31.6,32.4,
DTT,7340301_A00,Kế toán,,,,,,,A00,,,,,,,26.87
DTT,7340301_A01,Kế toán,,,,,,,A01,,,,,,,26.62
DTT,7340301_C01,Kế toán,,,,,,,C01,,,,,,,27.12
DTT,7340301_C02,Kế toán,,,,,,,C02,,,,,,,26.87
DTT,7340301_D01,Kế toán,,,,,,,D01,,,,,,,26.62
DTT,7340301_D07,Kế toán,,,,,,,D07,,,,,,,26.62
DTT,7340408,Quan hệ lao động,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;C01;D01,,24.0,29.0,32.5,27.0,24.0,25.0,
DTT,7340408_A00,Quan hệ lao động,,,,,,,A00,,,,,,,23.55
DTT,7340408_A01,Quan hệ lao động,,,,,,,A01,,,,,,,23.3
DTT,7340408_C01,Quan hệ lao động,,,,,,,C01,,,,,,,23.8
DTT,7340408_C02,Quan hệ lao động,,,,,,,C02,,,,,,,23.55
DTT,7340408_D01,Quan hệ lao động,,,,,,,D01,,,,,,,23.3
DTT,7340408_D07,Quan hệ lao động,,,,,,,D07,,,,,,,23.3
DTT,7380101,Luật,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,,30.25,33.25,35.0,33.5,31.85,33.45,
DTT,7380101_C00,Luật,,,,,,,C00,,,,,,,31.8
DTT,7380101_C01,Luật,,,,,,,C01,,,,,,,31.55
DTT,7380101_C02,Luật,,,,,,,C02,,,,,,,31.3
DTT,7380101_C03,Luật,,,,,,,C03,,,,,,,31.55
DTT,7380101_C04,Luật,,,,,,,C04,,,,,,,31.55
DTT,7380101_D01,Luật,,,,,,,D01,,,,,,,31.05
DTT,7380101_D14,Luật,,,,,,,D14,,,,,,,31.55
DTT,7380101_D15,Luật,,,,,,,D15,,,,,,,31.55
DTT,7420201,Công nghệ sinh học,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,,26.75,27.0,29.6,26.5,28.2,25.0,
DTT,7420201_A01,Công nghệ sinh học,,,,,,,A01,,,,,,,25.27
DTT,7420201_A02,Công nghệ sinh học,,,,,,,A02,,,,,,,25.27
DTT,7420201_B00,Công nghệ sinh học,,,,,,,B00,,,,,,,25.27
DTT,7420201_B03,Công nghệ sinh học,,,,,,,B03,,,,,,,25.27
DTT,7420201_B08,Công nghệ sinh học,,,,,,,B08,,,,,,,25.27
DTT,7420201_X14,Công nghệ sinh học,,,,,,,X14,,,,,,,25.27
DTT,7420201_X15,Công nghệ sinh học,,,,,,,X15,,,,,,,25.27
DTT,7440301,Khoa học môi trường,A00;B00;D07,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;A01;D07,A00;B00;D07;A01,A00;B00;D07;A01,A00;A01;B00;B03;B08;C01;C02;D07,24.0,24.0,23.0,22.0,22.0,22.0,20.0
DTT,7460112,Toán ứng dụng,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,,23.0,24.0,29.5,31.1,31.3,31.0,
DTT,7460112_A00,Toán ứng dụng,,,,,,,A00,,,,,,,26.39
DTT,7460112_A01,Toán ứng dụng,,,,,,,A01,,,,,,,26.14
DTT,7460112_C01,Toán ứng dụng,,,,,,,C01,,,,,,,26.54
DTT,7460112_D01,Toán ứng dụng,,,,,,,D01,,,,,,,26.14
DTT,7460112_D07,Toán ứng dụng,,,,,,,D07,,,,,,,26.14
DTT,7460112_X06,Toán ứng dụng,,,,,,,X06,,,,,,,26.54
DTT,7460112_X26,Toán ứng dụng,,,,,,,X26,,,,,,,26.14
DTT,7460201,Thống kê,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,,23.0,24.0,28.5,29.1,27.7,28.5,
DTT,7460201_A00,Thống kê,,,,,,,A00,,,,,,,23.75
DTT,7460201_A01,Thống kê,,,,,,,A01,,,,,,,23.5
DTT,7460201_C01,Thống kê,,,,,,,C01,,,,,,,23.9
DTT,7460201_D01,Thống kê,,,,,,,D01,,,,,,,23.5
DTT,7460201_D07,Thống kê,,,,,,,D07,,,,,,,23.5
DTT,7460201_X06,Thống kê,,,,,,,X06,,,,,,,23.9
DTT,7460201_X26,Thống kê,,,,,,,X26,,,,,,,23.5
DTT,7480101,Khoa học máy tính,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,30.75,33.75,34.6,35.0,33.35,33.0,
DTT,7480101_A00,Khoa học máy tính,,,,,,,A00,,,,,,,30.52
DTT,7480101_A01,Khoa học máy tính,,,,,,,A01,,,,,,,30.27
DTT,7480101_C01,Khoa học máy tính,,,,,,,C01,,,,,,,30.67
DTT,7480101_D01,Khoa học máy tính,,,,,,,D01,,,,,,,30.27
DTT,7480101_D07,Khoa học máy tính,,,,,,,D07,,,,,,,30.27
DTT,7480101_X26,Khoa học máy tính,,,,,,,X26,,,,,,,30.27
DTT,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,29.0,33.0,33.4,34.5,32.1,31.2,
DTT,7480102_A00,Mạng máy tính và truyền thông dữ liệu,,,,,,,A00,,,,,,,27.03
DTT,7480102_A01,Mạng máy tính và truyền thông dữ liệu,,,,,,,A01,,,,,,,26.78
DTT,7480102_C01,Mạng máy tính và truyền thông dữ liệu,,,,,,,C01,,,,,,,27.18
DTT,7480102_D01,Mạng máy tính và truyền thông dữ liệu,,,,,,,D01,,,,,,,26.78
DTT,7480102_D07,Mạng máy tính và truyền thông dữ liệu,,,,,,,D07,,,,,,,26.78
DTT,7480102_X26,Mạng máy tính và truyền thông dữ liệu,,,,,,,X26,,,,,,,26.78
DTT,7480103,Kỹ thuật phần mềm,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,32.0,34.5,35.2,35.4,33.7,33.3,
DTT,7480103_A00,Kỹ thuật phần mềm,,,,,,,A00,,,,,,,29.83
DTT,7480103_A01,Kỹ thuật phần mềm,,,,,,,A01,,,,,,,29.58
DTT,7480103_C01,Kỹ thuật phần mềm,,,,,,,C01,,,,,,,29.98
DTT,7480103_D01,Kỹ thuật phần mềm,,,,,,,D01,,,,,,,29.58
DTT,7480103_D07,Kỹ thuật phần mềm,,,,,,,D07,,,,,,,29.58
DTT,7480103_X26,Kỹ thuật phần mềm,,,,,,,X26,,,,,,,29.58
DTT,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;A01;D07,A00;B00;D07;A01,A00;B00;D07;A01,A00;A01;B00;B03;B08;C01;C02;D07,24.0,24.0,23.0,22.0,22.0,22.0,20.0
DTT,7520201,Kỹ thuật điện,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,25.75,28.0,29.7,27.5,26.0,30.0,
DTT,7520201_A00,Kỹ thuật điện,,,,,,,A00,,,,,,,27.61
DTT,7520201_A01,Kỹ thuật điện,,,,,,,A01,,,,,,,27.36
DTT,7520201_C01,Kỹ thuật điện,,,,,,,C01,,,,,,,27.76
DTT,7520201_D01,Kỹ thuật điện,,,,,,,D01,,,,,,,27.36
DTT,7520201_D07,Kỹ thuật điện,,,,,,,D07,,,,,,,27.36
DTT,7520201_X06,Kỹ thuật điện,,,,,,,X06,,,,,,,27.76
DTT,7520201_X26,Kỹ thuật điện,,,,,,,X26,,,,,,,27.36
DTT,7520207,Kỹ thuật điện tử - viễn thông,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,25.5,28.0,31.0,29.5,28.7,31.2,
DTT,7520207_A00,Kỹ thuật điện tử - viễn thông,,,,,,,A00,,,,,,,27.84
DTT,7520207_A01,Kỹ thuật điện tử - viễn thông,,,,,,,A01,,,,,,,27.59
DTT,7520207_C01,Kỹ thuật điện tử - viễn thông,,,,,,,C01,,,,,,,27.99
DTT,7520207_D01,Kỹ thuật điện tử - viễn thông,,,,,,,D01,,,,,,,27.59
DTT,7520207_D07,Kỹ thuật điện tử - viễn thông,,,,,,,D07,,,,,,,27.59
DTT,7520207_X06,Kỹ thuật điện tử - viễn thông,,,,,,,X06,,,,,,,27.99
DTT,7520207_X26,Kỹ thuật điện tử - viễn thông,,,,,,,X26,,,,,,,27.59
DTT,7520216,Kỹ thuật điều khiển và tự động hóa,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,28.75,31.25,33.0,31.7,31.0,31.85,
DTT,7520216_A00,Kỹ thuật điều khiển và tự động hóa,,,,,,,A00,,,,,,,29.35
DTT,7520216_A01,Kỹ thuật điều khiển và tự động hóa,,,,,,,A01,,,,,,,29.1
DTT,7520216_C01,Kỹ thuật điều khiển và tự động hóa,,,,,,,C01,,,,,,,29.5
DTT,7520216_D01,Kỹ thuật điều khiển và tự động hóa,,,,,,,D01,,,,,,,36.19
DTT,7520216_D07,Kỹ thuật điều khiển và tự động hóa,,,,,,,D07,,,,,,,29.1
DTT,7520216_X06,Kỹ thuật điều khiển và tự động hóa,,,,,,,X06,,,,,,,29.5
DTT,7520216_X26,Kỹ thuật điều khiển và tự động hóa,,,,,,,X26,,,,,,,29.1
DTT,7520301,Kỹ thuật hóa học,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,,27.25,28.0,32.0,28.5,28.6,27.8,
DTT,7520301_A00,Kỹ thuật hóa học,,,,,,,A00,,,,,,,27.85
DTT,7520301_A01,Kỹ thuật hóa học,,,,,,,A01,,,,,,,27.85
DTT,7520301_B00,Kỹ thuật hóa học,,,,,,,B00,,,,,,,27.85
DTT,7520301_C02,Kỹ thuật hóa học,,,,,,,C02,,,,,,,27.95
DTT,7520301_D07,Kỹ thuật hóa học,,,,,,,D07,,,,,,,27.85
DTT,7520301_X10,Kỹ thuật hóa học,,,,,,,X10,,,,,,,27.85
DTT,7520301_X11,Kỹ thuật hóa học,,,,,,,X11,,,,,,,27.85
DTT,7580101,Kiến trúc,V00;V01,V00;V01,V00;V01,V00;V01,V00;V01,V00;V01,H01;H06;V02,25.0,25.5,28.0,26.0,27.0,29.8,28.54
DTT,7580105,Quy hoạch vùng và đô thị,A00;A01;V00;V01,A00;A01;V00;V01,A00;A01;V00;V01,A00;A01;V00;V01,A00;A01;V00;V01,A00;A01;V00;V01,,23.0,24.0,24.0,23.0,23.0,23.0,
DTT,7580105_A00,Quy hoạch vùng và đô thị,,,,,,,A00,,,,,,,24.58
DTT,7580105_A01,Quy hoạch vùng và đô thị,,,,,,,A01,,,,,,,24.33
DTT,7580105_C01,Quy hoạch vùng và đô thị,,,,,,,C01,,,,,,,24.73
DTT,7580105_C02,Quy hoạch vùng và đô thị,,,,,,,C02,,,,,,,24.58
DTT,7580105_D01,Quy hoạch vùng và đô thị,,,,,,,D01,,,,,,,24.33
DTT,7580105_V01,Quy hoạch vùng và đô thị,,,,,,,V01,,,,,,,24.58
DTT,7580105_V02,Quy hoạch vùng và đô thị,,,,,,,V02,,,,,,,24.33
DTT,7580105_X06,Quy hoạch vùng và đô thị,,,,,,,X06,,,,,,,24.73
DTT,7580108,Thiết kế nội thất,H00;H01;H02,V00;V01;H02,V00;V01;H02,H02;V00;V01,V00;V01;H02,V00;V01;H02;H03,,22.5,27.0,29.0,24.0,27.0,29.7,
DTT,7580108_H00,Thiết kế nội thất,,,,,,,H00,,,,,,,28.93
DTT,7580108_H01,Thiết kế nội thất,,,,,,,H01,,,,,,,28.43
DTT,7580108_H02,Thiết kế nội thất,,,,,,,H02,,,,,,,28.43
DTT,7580108_H03,Thiết kế nội thất,,,,,,,H03,,,,,,,28.43
DTT,7580108_H04,Thiết kế nội thất,,,,,,,H04,,,,,,,28.43
DTT,7580108_H05,Thiết kế nội thất,,,,,,,H05,,,,,,,28.43
DTT,7580201,Kỹ thuật xây dựng,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,27.0,27.75,29.4,25.0,24.0,24.0,
DTT,7580201_A00,Kỹ thuật xây dựng,,,,,,,A00,,,,,,,25.55
DTT,7580201_A01,Kỹ thuật xây dựng,,,,,,,A01,,,,,,,25.3
DTT,7580201_C01,Kỹ thuật xây dựng,,,,,,,C01,,,,,,,25.7
DTT,7580201_C02,Kỹ thuật xây dựng,,,,,,,C02,,,,,,,25.55
DTT,7580201_D01,Kỹ thuật xây dựng,,,,,,,D01,,,,,,,25.3
DTT,7580201_X06,Kỹ thuật xây dựng,,,,,,,X06,,,,,,,25.7
DTT,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,23.0,24.0,24.0,23.0,22.0,22.0,
DTT,7580205_A00,Kỹ thuật xây dựng công trình giao thông,,,,,,,A00,,,,,,,22.75
DTT,7580205_A01,Kỹ thuật xây dựng công trình giao thông,,,,,,,A01,,,,,,,22.5
DTT,7580205_C01,Kỹ thuật xây dựng công trình giao thông,,,,,,,C01,,,,,,,22.75
DTT,7580205_C02,Kỹ thuật xây dựng công trình giao thông,,,,,,,C02,,,,,,,22.75
DTT,7580205_D01,Kỹ thuật xây dựng công trình giao thông,,,,,,,D01,,,,,,,22.5
DTT,7580205_X06,Kỹ thuật xây dựng công trình giao thông,,,,,,,X06,,,,,,,22.75
DTT,7720201,Dược học,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,,30.0,33.0,33.8,33.2,31.4,31.45,
DTT,7720201_A00,Dược học,,,,,,,A00,,,,,,,27.92
DTT,7720201_B00,Dược học,,,,,,,B00,,,,,,,27.77
DTT,7720201_C02,Dược học,,,,,,,C02,,,,,,,27.92
DTT,7720201_D07,Dược học,,,,,,,D07,,,,,,,27.67
DTT,7720201_X10,Dược học,,,,,,,X10,,,,,,,27.92
DTT,7720201_X11,Dược học,,,,,,,X11,,,,,,,27.77
DTT,7760101,Công tác xã hội,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,,23.5,24.0,29.5,25.3,28.5,29.45,
DTT,7760101_C00,Công tác xã hội,,,,,,,C00,,,,,,,30.36
DTT,7760101_C01,Công tác xã hội,,,,,,,C01,,,,,,,30.11
DTT,7760101_C02,Công tác xã hội,,,,,,,C02,,,,,,,29.86
DTT,7760101_C03,Công tác xã hội,,,,,,,C03,,,,,,,30.11
DTT,7760101_C04,Công tác xã hội,,,,,,,C04,,,,,,,30.11
DTT,7760101_D01,Công tác xã hội,,,,,,,D01,,,,,,,29.86
DTT,7760101_D14,Công tác xã hội,,,,,,,D14,,,,,,,30.11
DTT,7810301,Quản lý thể dục thể thao,A01;D01;T00;T01,A01;D01;T00;T01,A01;D01;T00;T01,A01;D01;T00;T01,A01;D01;T00;T01,A01;D01;T00;T01,,26.5,29.75,32.8,27.0,30.5,31.3,
DTT,7810301_ T00,Quản lý thể dục thể thao,,,,,,,T00,,,,,,,27.98
DTT,"7810301_(Văn, Anh, NK TDTT)",Quản lý thể dục thể thao,,,,,,,"(Văn, Anh, NK TDTT)",,,,,,,27.98
DTT,7810301_A01,Quản lý thể dục thể thao,,,,,,,A01,,,,,,,27.48
DTT,7810301_B03,Quản lý thể dục thể thao,,,,,,,B03,,,,,,,27.63
DTT,7810301_B08,Quản lý thể dục thể thao,,,,,,,B08,,,,,,,27.48
DTT,7810301_C01,Quản lý thể dục thể thao,,,,,,,C01,,,,,,,27.98
DTT,7810301_D01,Quản lý thể dục thể thao,,,,,,,D01,,,,,,,27.48
DTT,7850201,Bảo hộ lao động,A00;B00;D07,A00;B00;D07;D08,A00;B00;D07;D08,A00;B00;A01;D07,A00;B00;D07;A01,A00;B00;D07;A01,A00;A01;B00;B03;B08;C01;C02;D07,23.5,24.0,23.0,23.0,22.0,22.0,20.0
DTT,F7210403,Thiết kế đồ họa - Chất lượng cao,H00;H01;H02,H00;H01;H02,H00;H01;H02,H00;H01;H02,H00;H01;H02,H00;H01;H02;H03,H00;H01;H02;H03;H04;H05;H06,22.5,24.0,30.5,23.0,26.0,31.0,28.8
DTT,F7220201,Ngôn ngữ Anh - Chất lượng cao,D01;D11,D01;D11,D01;D11,D01;D11,D01;D11,D01;D11,,30.5,30.75,34.8,29.9,30.8,30.3,
DTT,F7220201_D01,Ngôn ngữ Anh - Chất lượng cao,,,,,,,D01,,,,,,,25.64
DTT,F7220201_D11,Ngôn ngữ Anh - Chất lượng cao,,,,,,,D11,,,,,,,26.14
DTT,F7340201,Tài chính - Ngân hàng - Chất lượng cao,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,,24.75,29.25,33.7,30.1,30.25,28.7,
DTT,F7340201_A00,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,A00,,,,,,,23.25
DTT,F7340201_A01,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,A01,,,,,,,23.0
DTT,F7340201_C01,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,C01,,,,,,,23.5
DTT,F7340201_C02,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,C02,,,,,,,23.25
DTT,F7340201_D01,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,D01,,,,,,,23.0
DTT,F7340201_D07,Tài chính - Ngân hàng - Chất lượng cao,,,,,,,D07,,,,,,,23.0
DTT,F7340301,Kế toán - Chất lượng cao,A00;A01;C01;D01,A00;A01;D01;D01,A00;A01;C01;D01,A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;C01;D01,,24.0,27.5,32.8,29.2,28.0,27.0,
DTT,F7340301_A00,Kế toán - Chất lượng cao,,,,,,,A00,,,,,,,23.25
DTT,F7340301_A01,Kế toán - Chất lượng cao,,,,,,,A01,,,,,,,23.0
DTT,F7340301_C01,Kế toán - Chất lượng cao,,,,,,,C01,,,,,,,23.5
DTT,F7340301_C02,Kế toán - Chất lượng cao,,,,,,,C02,,,,,,,23.25
DTT,F7340301_D01,Kế toán - Chất lượng cao,,,,,,,D01,,,,,,,23.0
DTT,F7340301_D07,Kế toán - Chất lượng cao,,,,,,,D07,,,,,,,23.0
DTT,F7380101,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,A00;A01;C00;D01,A00;A01;D00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,,24.0,29.0,33.3,32.1,28.0,31.1,
DTT,F7380101_C00,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,C00,,,,,,,28.24
DTT,F7380101_C01,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,C01,,,,,,,27.99
DTT,F7380101_C02,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,C02,,,,,,,27.74
DTT,F7380101_C03,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,C03,,,,,,,27.99
DTT,F7380101_C04,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,C04,,,,,,,27.99
DTT,F7380101_D01,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,D01,,,,,,,27.74
DTT,F7380101_D14,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,D14,,,,,,,27.99
DTT,F7380101_D15,Luật (Chuyên ngành Luật kinh tế) - Chương trình tiên tiến,,,,,,,D15,,,,,,,27.99
DTT,F7420201,Công nghệ sinh học - Chất lượng cao,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,A00;B00;D08,,24.0,24.0,24.0,22.0,24.0,23.0,
DTT,F7420201_A01,Công nghệ sinh học - Chất lượng cao,,,,,,,A01,,,,,,,22.0
DTT,F7420201_A02,Công nghệ sinh học - Chất lượng cao,,,,,,,A02,,,,,,,22.0
DTT,F7420201_B00,Công nghệ sinh học - Chất lượng cao,,,,,,,B00,,,,,,,22.0
DTT,F7420201_B03,Công nghệ sinh học - Chất lượng cao,,,,,,,B03,,,,,,,22.0
DTT,F7420201_B08,Công nghệ sinh học - Chất lượng cao,,,,,,,B08,,,,,,,22.0
DTT,F7420201_X14,Công nghệ sinh học - Chất lượng cao,,,,,,,X14,,,,,,,22.0
DTT,F7420201_X15,Công nghệ sinh học - Chất lượng cao,,,,,,,X15,,,,,,,22.0
DTT,F7480101,Khoa học máy tính - Chất lượng cao,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,24.5,30.0,33.9,34.5,32.25,30.8,
DTT,F7480101_A00,Khoa học máy tính - Chất lượng cao,,,,,,,A00,,,,,,,25.45
DTT,F7480101_A01,Khoa học máy tính - Chất lượng cao,,,,,,,A01,,,,,,,25.2
DTT,F7480101_C01,Khoa học máy tính - Chất lượng cao,,,,,,,C01,,,,,,,25.6
DTT,F7480101_D01,Khoa học máy tính - Chất lượng cao,,,,,,,D01,,,,,,,25.2
DTT,F7480101_D07,Khoa học máy tính - Chất lượng cao,,,,,,,D07,,,,,,,25.2
DTT,F7480101_X26,Khoa học máy tính - Chất lượng cao,,,,,,,X26,,,,,,,25.2
DTT,F7480103,Kỹ thuật phần mềm - Chất lượng cao,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,,25.0,31.5,34.0,34.5,31.4,30.9,
DTT,F7480103_A00,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,A00,,,,,,,24.75
DTT,F7480103_A01,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,A01,,,,,,,24.5
DTT,F7480103_C01,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,C01,,,,,,,24.9
DTT,F7480103_D01,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,D01,,,,,,,24.5
DTT,F7480103_D07,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,D07,,,,,,,24.5
DTT,F7480103_X26,Kỹ thuật phần mềm - Chất lượng cao,,,,,,,X26,,,,,,,24.5
DTT,F7520201,Kỹ thuật điện - Chất lượng cao,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,22.5,24.0,24.0,22.0,24.0,23.0,
DTT,F7520201_A00,Kỹ thuật điện - Chất lượng cao,,,,,,,A00,,,,,,,25.35
DTT,F7520201_A01,Kỹ thuật điện - Chất lượng cao,,,,,,,A01,,,,,,,25.1
DTT,F7520201_C01,Kỹ thuật điện - Chất lượng cao,,,,,,,C01,,,,,,,25.5
DTT,F7520201_D01,Kỹ thuật điện - Chất lượng cao,,,,,,,D01,,,,,,,25.1
DTT,F7520201_D07,Kỹ thuật điện - Chất lượng cao,,,,,,,D07,,,,,,,25.1
DTT,F7520201_X06,Kỹ thuật điện - Chất lượng cao,,,,,,,X06,,,,,,,25.5
DTT,F7520201_X26,Kỹ thuật điện - Chất lượng cao,,,,,,,X26,,,,,,,25.1
DTT,F7520207,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,22.5,24.0,24.0,22.0,24.0,26.0,
DTT,F7520207_A00,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,A00,,,,,,,24.95
DTT,F7520207_A01,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,A01,,,,,,,24.7
DTT,F7520207_C01,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,C01,,,,,,,25.1
DTT,F7520207_D01,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,D01,,,,,,,24.7
DTT,F7520207_D07,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,D07,,,,,,,24.7
DTT,F7520207_X06,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,X06,,,,,,,25.1
DTT,F7520207_X26,Kỹ thuật điện tử - viễn thông - Chương trình tiên tiến,,,,,,,X26,,,,,,,24.7
DTT,F7520216,Kỹ thuật điều khiển và tự động hóa - Chất lượng cao,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,A00;A01;C01,,23.0,24.0,28.0,25.0,24.0,26.7,
