Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Mã trường,Năm xét tuyển
7140210TA,Sư phạm Tin học,A00; A01; D07; D90,18.5,Đào tạo bằng Tiếng Anh,DHS,2020
7140211,Sư phạm Vật lý,A00; A01; D07; D90,18.5,,DHS,2020
7140211TA,Sư phạm Vật lý,A00; A01; D07; D90,18.5,Đào tạo bằng Tiếng Anh,DHS,2020
7140212,Sư phạm Hoá học,A00; B00; D07; D90,18.5,,DHS,2020
7140212TA,Sư phạm Hoá học,A00; B00; D07; D90,18.5,Đào tạo bằng Tiếng Anh,DHS,2020
7140213,Sư phạm Sinh học,B00; B02; D08; D90,18.5,,DHS,2020
7140213TA,Sư phạm Sinh học,B00; B02; D08; D90,18.5,Đào tạo bằng Tiếng Anh,DHS,2020
7140217,Sư phạm Ngữ văn,C00; C19; C20; D66,18.5,,DHS,2020
7140218,Sư phạm Lịch sử,C00; C19; D14; D78,18.5,,DHS,2020
7140219,Sư phạm Địa lý,A09; C00; C20; D15,18.5,,DHS,2020
7140221,Sư phạm Âm nhạc,N00; N01,18.0,,DHS,2020
7140246,Sư phạm Công nghệ,A00; B00; D90,19.0,,DHS,2020
7140247,Sư phạm Khoa học tự nhiên,A00; B00; D90,18.5,,DHS,2020
7140248,Giáo dục pháp luật,C00; C19; C20; D66,18.5,,DHS,2020
7140249,Sư phạm Lịch sử - Địa lý,C00; C19; C20; D78,18.5,,DHS,2020
7310403,Tâm lý học giáo dục,C00; D01; B00,15.0,,DHS,2020
7480104,Hệ thống thông tin,A00; A01; D07; D90,15.0,,DHS,2020
T140211,Vật lý (Tiên tiến),A00; A01; D07; D90,15.0,,DHS,2020
,Các ngành đào tạo đại học,,0.0,,DHS,2019
7140201,Giáo dục Mầm non,"M06, M11",17.0,,DHS,2019
7140202,Giáo dục Tiểu học,"C00, D01, D08, D10",18.0,,DHS,2019
7140204,Giáo dục Công dân,"C00, C19, C20",18.0,,DHS,2019
7140205,Giáo dục Chính trị,"C00, C19, C20",18.0,,DHS,2019
7140208,Giáo dục Quốc phòng - An ninh,"C00, C19, C20",18.0,,DHS,2019
7140209,Sư phạm Toán học,"A00, A01",18.0,,DHS,2019
7140210,Sư phạm Tin học,"A00, A01",18.0,,DHS,2019
7140211,Sư phạm Vật lý,"A00, A01",18.0,,DHS,2019
7140212,Sư phạm Hoá học,"A00, B00, D07",18.0,,DHS,2019
7140213,Sư phạm Sinh học,"B00, D08",18.0,,DHS,2019
7140217,Sư phạm Ngữ văn,"C00, C19, C20, D14",18.0,,DHS,2019
7140218,Sư phạm Lịch sử,"C00, C19, D14",18.0,,DHS,2019
7140219,Sư phạm Địa lý,"B00, C00",18.0,,DHS,2019
7140221,Sư phạm Âm nhạc,"N00, N01",20.0,,DHS,2019
7140246,Sư phạm công nghệ,"A00, A01, B00, D08",18.0,,DHS,2019
7140247,Sư phạm khoa học tự nhiên,"A00, A01, B00, D08",18.0,,DHS,2019
7140248,Giáo dục pháp luật,"C00, C19, C20",18.0,,DHS,2019
7140249,Sư phạm Lịch sử - Địa lý,"C00, C19, C20",18.0,,DHS,2019
7310403,Tâm lý học giáo dục,"B00, C00, D01",15.0,,DHS,2019
7480104,Hệ thống thông tin,"A00, A01",15.0,,DHS,2019
T140211,Vật lý (chương trình tiên tiến),"A00, A01",15.0,,DHS,2019
7340122,Thương mại điện tử,A00;A01;D01;D07,26.12,,QSC,2024
7460104,Khoa học dữ liệu,A00;A01;D01;D07,27.5,,QSC,2024
7480101,Khoa học máy tính,A00;A01;D01;D07,27.3,,QSC,2024
7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01;D01;D07,25.7,,QSC,2024
7480103,Kỹ thuật phần mềm,A00;A01;D01;D07,26.85,,QSC,2024
7480104,Hệ thống thông tin,A00;A01;D01;D07,26.25,,QSC,2024
7480104_TT,Hệ thống thông tin (CT tiên tiến),A00;D01;D07,25.55,,QSC,2024
7480106,Kỹ thuật máy tính,A00;A01,26.25,,QSC,2024
7480107,Trí tuệ nhân tạo,A00;A01;D01;D07,28.3,,QSC,2024
7480201,Công nghệ thông tin,A00;A01;D01;D07,27.1,,QSC,2024
7480201_N,Công nghệ thông tin (Việt - Nhật),A00;A01;D01;D06;D07,25.55,,QSC,2024
7480202,An toàn thông tin,A00;A01;D01;D07,26.77,,QSC,2024
75202a1,Thiết kế vi mạch,A00;A01,26.5,,QSC,2024
7340122,Thương mại điện tử,A00;A01;D01;D07,25.8,,QSC,2023
7460108,Khoa học dữ liệu,A00;A01;D01;D07,27.1,,QSC,2023
7480101,Khoa học máy tính,A00;A01;D01;D07,26.9,,QSC,2023
7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01;D01;D07,25.4,,QSC,2023
7480103,Kỹ thuật phần mềm,A00;A01;D01;D07,26.9,,QSC,2023
7480104,Hệ thống thông tin,A00;A01;D01;D07,26.1,,QSC,2023
7480104_TT,Hệ thống thông tin (Tiên Tiến),A00;A01;D07,25.4,,QSC,2023
7480106,Kỹ thuật máy tính,A00;A01,25.6,,QSC,2023
7480106-IOT,Kỹ thuật máy tính (Hướng Hệ thống Nhúng và Iot),A00;A01,25.6,,QSC,2023
7480106-TKVM,Kỹ thuật máy tính (Chuyên ngành thiết kế vi mạch),A00;A01,25.4,,QSC,2023
7480107,Trí tuệ nhân tạo,A00;A01;D01;D07,27.8,,QSC,2023
7480201,Công nghệ thông tin,A00;A01;D01;D07,26.9,,QSC,2023
7480201_N,Công nghệ thông tin (Việt - Nhật),A00;A01;D01;D06;D07,25.9,,QSC,2023
7480202,An toàn thông tin,A00;A01;D01;D07,26.3,,QSC,2023
7340122,Thương mại điện tử,A00;A01;D01;D07,27.05,,QSC,2022
7480101,Khoa học máy tính,A00;A01;D01;D07,27.1,,QSC,2022
7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01;D01;D07,26.3,,QSC,2022
7480103,Kỹ thuật phần mềm,A00;A01;D01;D07,28.05,,QSC,2022
7480104,Hệ thống thông tin,A00;A01;D01;D07,26.7,,QSC,2022
7480104_TT,Hệ thống thông tin (Tiên Tiến),A00;A01;D07,26.2,,QSC,2022
7480106,Kỹ thuật máy tính,A00;A01;D01;D07,26.55,,QSC,2022
7480106_IOT,Kỹ thuật máy tính (Hướng Hệ thống Nhúng và Iot,A00;A01;D01;D07,26.5,,QSC,2022
7480107,Trí tuệ nhân tạo,A00;A01;D01;D07,28.0,,QSC,2022
7480109,Khoa học dữ liệu,A00;A01;D01;D07,27.05,,QSC,2022
7480201,Công nghệ thông tin,A00;A01;D01;D07,27.9,,QSC,2022
7480201_N,Công nghệ thông tin (Việt - Nhật),A00;A01;D01;D06;D07,26.3,,QSC,2022
7480202,An toàn thông tin,A00;A01;D01;D07,26.95,,QSC,2022
7340122,THƯƠNG MẠI ĐIỆN TỬ,A00;A01;D01;D07,26.7,,QSC,2021
7340122_CLCA,THƯƠNG MẠI ĐIỆN TỬ (CHẤT LƯỢNG CAO),A00;A01;D01;D07,26.3,,QSC,2021
7480101,KHOA HỌC MÁY TÍNH,A00;A01;D01;D07,27.3,,QSC,2021
7480101_CLCA,KHOA HỌC MÁY TÍNH (CHẤT LƯỢNG CAO),A00;A01;D01;D07,26.75,,QSC,2021
7480101_TTNT,KHOA HỌC MÁY TÍNH (HƯỚNG TRÍ TUỆ NHÂN TẠO),A00;A01;D01;D07,27.5,,QSC,2021
7480102,MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG DỮ LIỆU,A00;A01;D01;D07,26.35,,QSC,2021
7480102_CLCA,MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG DỮ LIỆU (CHẤT LƯỢNG CAO),A00;A01;D01;D07,25.6,,QSC,2021
7480103,KỸ THUẬT PHẦN MỀM,A00;A01;D01;D07,27.55,,QSC,2021
7480103_CLCA,KỸ THUẬT PHẦN MỀM (CHẤT LƯỢNG CAO),A00;A01;D01;D07,27.0,,QSC,2021
7480104,HỆ THỐNG THÔNG TIN,A00;A01;D01;D07,26.7,,QSC,2021
7480104_CLCA,HỆ THỐNG THÔNG TIN (CHẤT LƯỢNG CAO),A00;A01;D01;D07,26.15,,QSC,2021
7480104_TT,HỆ THỐNG THÔNG TIN (TIÊN TIẾN),A01;D01;D07,25.1,,QSC,2021
7480106,KỸ THUẬT MÁY TÍNH,A00;A01;D01;D07,26.9,,QSC,2021
7480106_CLCA,KỸ THUẬT MÁY TÍNH (CHẤT LƯỢNG CAO),A00;A01;D01;D07,25.9,,QSC,2021
7480106_IOT,KỸ THUẬT MÁY TÍNH (HƯỚNG HỆ THỐNG NHÚNG VÀ IOT),A00;A01;D01;D07,26.4,,QSC,2021
7480109,KHOA HỌC DỮ LIỆU,A00;A01;D01;D07,26.65,,QSC,2021
7480201,CÔNG NGHỆ THÔNG TIN,A00;A01;D01;D07,27.3,,QSC,2021
7480201_CLCN,CÔNG NGHỆ THÔNG TIN (CHẤT LƯỢNG CAO ĐỊNH HƯỚNG NHẬT BẢN),A00;A01;D01;D07,25.85,,QSC,2021
7480202,AN TOÀN THÔNG TIN,A00;A01;D01;D07,27.0,,QSC,2021
7480202_CLCA,AN TOÀN THÔNG TIN (CHẤT LƯỢNG CAO),A00;A01;D01;D07,26.45,,QSC,2021
7340122,Thương mại Điện tử,,26.5,,QSC,2020
7340122-CLCA,Thương mại Điện tử (Chất lượng cao),,24.8,,QSC,2020
7480101,Khoa học máy tính,,27.2,,QSC,2020
7480101-CLCA,Khoa học máy tính (Chất lượng cao),,25.7,,QSC,2020
7480101-TTNT,Khoa học máy tính (hướng trí tuệ nhân tạo),,27.1,,QSC,2020
7480102,Mạng máy tính và truyền thông dữ liệu,,26.0,,QSC,2020
7480102-CLCA,Mạng máy tính và truyền thông dữ liệu(Chất lượng cao),,23.6,,QSC,2020
7480103,Kỹ thuật phần mềm,,27.7,,QSC,2020
7480103-CLCA,Kỹ thuật phần mềm (Chất lượng cao),,26.3,,QSC,2020
7480104,Hệ thống thông tin,,26.3,,QSC,2020
7480104-CLCA,Hệ thống thông tin(Chất lượng cao),,24.7,,QSC,2020
7480104-TT,Hệ thống thông tin ( Tiên tiến ),,22.0,,QSC,2020
7480106,Kỹ thuật máy tính,,26.7,,QSC,2020
7480106-CLCA,Kỹ thuật máy tính (Chất lượng cao ),,24.2,,QSC,2020
7480106-IOT,Kỹ thuật máy tính (Hướng hệ thống Nhúng và IOT),,26.0,,QSC,2020
7480109,Khoa học dữ liệu,,25.9,,QSC,2020
7480201,Công nghệ Thông tin,,27.0,,QSC,2020
7480201-CLCN,Công nghệ Thông tin (Chất lượng cao định hướng Nhật Bản ),,23.7,,QSC,2020
7480202,An toàn thông tin,,26.7,,QSC,2020
7480202_CLCA,An toàn thông tin (Chất lượng cao),,25.3,,QSC,2020
7340122,Thương mại điện tử,"A00, A01, D01",23.9,,QSC,2019
7340122_CLCA,Thương mại điện tử (chất lượng cao),"A00, A01, D01",21.05,,QSC,2019
7480101,Khoa học máy tính,"A00, A01, D01",25.55,,QSC,2019
7480101_CLCA,Khoa học máy tính (chất lượng cao),"A00, A01, D01",22.65,,QSC,2019
7480102,Mạng máy tính và truyền thông dữ liệu,"A00, A01, D01",23.2,,QSC,2019
7480102_CLCA,Mạng máy tính và truyền thông dữ liệu (chất lượng cao),"A00, A01, D01",20.0,,QSC,2019
7480103,Kỹ thuật phần mềm,"A00, A01, D01",25.3,,QSC,2019
7480103_CLCA,Kỹ thuật phần mềm (chất lượng cao),"A00, A01, D01",23.2,,QSC,2019
7480104,Hệ thống thông tin,"A00, A01, D01",23.5,,QSC,2019
7480104_CLCA,Hệ thống thông tin (chất lượng cao),"A00, A01, D01",21.4,,QSC,2019
7480104_TT,Hệ thống thông tin (tiên tiến),"A00, A01, D01",17.8,,QSC,2019
7480106,Kỹ thuật máy tính,"A00, A01, D01",23.8,,QSC,2019
7480106_CLCA,Kỹ thuật máy tính (chất lượng cao),"A00, A01, D01",21.0,,QSC,2019
7480109,Khoa học dữ liệu,"A00, A01, D01",23.5,,QSC,2019
7480201,Công nghệ thông tin,"A00, A01, D01",24.65,,QSC,2019
7480201_BT,Công nghệ thông tin (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre),"A00, A01, D01",22.9,,QSC,2019
7480201_CLCN,Công nghệ thông tin (chất lượng cao định hướng Nhật Bản),"A00, A01, D01",21.3,,QSC,2019
7480202,An toàn thông tin,"A00, A01, D01",24.45,,QSC,2019
7480202_CLCA,An toàn thông tin (chất lượng cao),"A00, A01, D01",22.0,,QSC,2019
7140114,Quản lý giáo dục,D01,23.89,,SGD,2024
7140114,Quản lý giáo dục,C04,24.89,,SGD,2024
7140201,Giáo dục Mầm non,M01;M02,23.51,,SGD,2024
7140202,Giáo dục tiểu học,D01,25.39,,SGD,2024
7140205,Giáo dục chính trị,C00;C19,26.86,,SGD,2024
7140209,Sư phạm Toán học,A00,27.0,,SGD,2024
7140209,Sư phạm Toán học,A01,26.75,,SGD,2024
7140211,Sư phạm Vật lý,A00,26.43,,SGD,2024
7140212,Sư phạm Hóa học,A00,26.96,,SGD,2024
7140213,Sư phạm Sinh học,B00,25.16,,SGD,2024
7140217,Sư phạm Ngữ văn,C00,28.11,,SGD,2024
7140218,Sư phạm Lịch sử,C00,28.25,,SGD,2024
7140219,Sư phạm Địa lý,C00;C04,27.91,,SGD,2024
7140221,Sư phạm Âm nhạc,N01,23.93,,SGD,2024
7140222,Sư phạm Mỹ thuật,H00,21.59,,SGD,2024
7140231,Sư phạm Tiếng Anh,D01,27.0,,SGD,2024
7140247,Sư phạm Khoa học tự nhiên (Đào tạo giáo viên THCS),A00;B00,25.52,,SGD,2024
7140249,Sư phạm Lịch sử - Địa lý (Đào tạo giáo viên THCS),C00,27.35,,SGD,2024
7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),D01,25.29,,SGD,2024
7220201CLC,Ngôn ngữ Anh (Chương trình chất lượng cao),D01,25.07,,SGD,2024
7310401,Tâm lí học,D01,24.5,,SGD,2024
7310601,Quốc tế học,D01,23.64,,SGD,2024
7310630,Việt Nam học,C00,25.0,,SGD,2024
7320201,Thông tin - Thư viện,D01;C04,23.51,,SGD,2024
7340101,Quản trị kinh doanh,D01,22.97,,SGD,2024
7340101,Quản trị kinh doanh,A01,23.97,,SGD,2024
7340101CLC,Quản trị kinh doanh (Chương trình chất lượng cao),A01,23.65,,SGD,2024
7340101CLC,Quản trị kinh doanh (Chương trình chất lượng cao),D01,22.65,,SGD,2024
7340120,Kinh doanh quốc tế,D01,24.24,,SGD,2024
7340120,Kinh doanh quốc tế,A01,25.24,,SGD,2024
7340201,Tài chính - Ngân hàng,D01,23.26,,SGD,2024
7340201,Tài chính - Ngân hàng,C01,24.26,,SGD,2024
7340301,Kế toán,D01,23.18,,SGD,2024
7340301,Kế toán,C01,24.18,,SGD,2024
7340301CLC,Kế toán (Chương trình chất lượng cao),D01,22.8,,SGD,2024
7340301CLC,Kế toán (Chương trình chất lượng cao),C01,23.8,,SGD,2024
7340302,Kiểm toán,D01,23.47,,SGD,2024
7340302,Kiểm toán,C01,24.47,,SGD,2024
7340406,Quản trị văn phòng,D01,24.48,,SGD,2024
7340406,Quản trị văn phòng,C04,25.48,,SGD,2024
7380101,Luật,D01,23.76,,SGD,2024
7380101,Luật,C03,24.76,,SGD,2024
7440301,Khoa học môi trường,A00,21.17,,SGD,2024
7440301,Khoa học môi trường,B00,22.17,,SGD,2024
7460108,Khoa học dữ liệu,A00,23.99,,SGD,2024
7460108,Khoa học dữ liệu,A01,22.99,,SGD,2024
7460112,Toán ứng dụng,A00,24.94,,SGD,2024
7460112,Toán ứng dụng,A01,23.94,,SGD,2024
7480103,Kỹ thuật phần mềm,A00;A01,24.34,,SGD,2024
7480107,Trí tuệ nhân tạo,A00;A01,22.27,,SGD,2024
7480201,Công nghệ thông tin,A00;A01,23.82,,SGD,2024
7480201CLC,Công nghệ thông tin (Chương trình chất lượng cao),A00;A01,22.45,,SGD,2024
7510301,"Công nghệ kĩ thuật điện, điện tử",A00,24.0,,SGD,2024
7510301,"Công nghệ kĩ thuật điện, điện tử",A01,23.0,,SGD,2024
7510302,Công nghệ kĩ thuật điện tử - viễn thông,A00,23.75,,SGD,2024
7510302,Công nghệ kĩ thuật điện tử - viễn thông,A01,22.75,,SGD,2024
7510406,Công nghệ kĩ thuật môi trường,A00,21.37,,SGD,2024
7510406,Công nghệ kĩ thuật môi trường,B00,22.37,,SGD,2024
7520201,Kĩ thuật điện,A00,23.33,,SGD,2024
7520201,Kĩ thuật điện,A01,22.33,,SGD,2024
7520207,Kĩ thuật điện tử - viễn thông (Thiết kế vi mạch),A00,24.08,,SGD,2024
7520207,Kĩ thuật điện tử - viễn thông (Thiết kế vi mạch),A01,23.08,,SGD,2024
7810101,Du lịch,D01;C00,25.81,,SGD,2024
7810202,Quản trị nhà hàng và dịch vụ ăn uống,D01;A01,23.51,,SGD,2024
7140114,Quản lý giáo dục,D01,22.39,,SGD,2023
7140114,Quản lý giáo dục,C04,23.39,,SGD,2023
7140201,Giáo dục Mầm non,M01,20.8,,SGD,2023
7140201,Giáo dục Mầm non,M02,20.8,,SGD,2023
7140202,Giáo dục Tiểu học,D01,24.11,,SGD,2023
7140205,Giáo dục chính trị,C00,25.33,,SGD,2023
7140205,Giáo dục chính trị,C19,25.33,,SGD,2023
7140209,Sư phạm Toán học,A00,26.31,Môn chính: Toán,SGD,2023
7140209,Sư phạm Toán học,A01,25.31,Môn chính: Toán,SGD,2023
7140211,Sư phạm Vật lí,A00,24.61,Môn chính: Lý,SGD,2023
7140212,Sư phạm Hóa học,A00,25.28,Môn chính: Hóa,SGD,2023
7140213,Sư phạm Sinh học,B00,23.82,Môn chính: Sinh,SGD,2023
7140217,Sư phạm Ngữ văn,C00,25.81,Môn chính: Văn,SGD,2023
7140218,Sư phạm Lịch sử,C00,25.66,Môn chính: Sử,SGD,2023
7140219,Sư phạm Địa lí,C04,23.45,Môn chính: Địa,SGD,2023
7140219,Sư phạm Địa lí,C00,23.45,Môn chính: Địa,SGD,2023
7140221,Sư phạm Âm nhạc,N01,23.01,,SGD,2023
7140222,Sư phạm Mĩ thuật,H00,21.26,,SGD,2023
7140231,Sư phạm Tiếng Anh,D01,26.15,Môn chính: Anh,SGD,2023
7140247,Sư phạm khoa học tự nhiên (đào tạo giáo viên trung học cơ sở),A00,24.25,,SGD,2023
7140247,Sư phạm khoa học tự nhiên (đào tạo giáo viên trung học cơ sở),B00,24.25,,SGD,2023
7140249,Sư phạm Lịch sử - Địa lí (đào tạo giáo viên trung học cơ sở),C00,24.21,,SGD,2023
7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),D01,24.58,Môn chính: Tiếng Anh,SGD,2023
7310401,Tâm lí học,D01,23.8,,SGD,2023
7310601,Quốc tế học,D01,22.77,Môn chính: Tiếng Anh,SGD,2023
7310630,Việt Nam học (CN Văn hóa -Du lịch),C00,22.2,,SGD,2023
7320201,Thông tin - Thư viện,D01,21.36,,SGD,2023
7320201,Thông tin - Thư viện,C04,21.36,,SGD,2023
7340101,Quản trị kinh doanh,D01,22.85,Môn chính: Toán,SGD,2023
7340101,Quản trị kinh doanh,A01,23.85,Môn chính: Toán,SGD,2023
7340120,Kinh doanh quốc tế,D01,23.98,Môn chính: Toán,SGD,2023
7340120,Kinh doanh quốc tế,A01,24.98,Môn chính: Toán,SGD,2023
7340201,Tài chính - Ngân hàng,D01,22.46,Môn chính: Toán,SGD,2023
7340201,Tài chính - Ngân hàng,C01,23.46,Môn chính: Toán,SGD,2023
7340301,Kế toán,D01,22.29,Môn chính: Toán,SGD,2023
7340301,Kế toán,C01,23.29,Môn chính: Toán,SGD,2023
7340406,Quản trị văn phòng,D01,23.16,Môn chính: Văn,SGD,2023
7340406,Quản trị văn phòng,C04,24.16,Môn chính: Văn,SGD,2023
7380101,Luật,D01,22.87,,SGD,2023
7380101,Luật,C03,23.87,,SGD,2023
7440301,Khoa học môi trường,A00,17.91,,SGD,2023
7440301,Khoa học môi trường,B00,18.91,,SGD,2023
7460108,Khoa học dữ liệu,A00,21.74,Môn chính: Toán,SGD,2023
7460108,Khoa học dữ liệu,A01,21.74,Môn chính: Toán,SGD,2023
7460112,Toán ứng dụng,A00,23.3,Môn chính: Toán,SGD,2023
7460112,Toán ứng dụng,A01,22.3,Môn chính: Toán,SGD,2023
7480103,Kỹ thuật phần mềm,A00,24.21,Môn chính: Toán,SGD,2023
7480103,Kỹ thuật phần mềm,A01,24.21,Môn chính: Toán,SGD,2023
7480201,Công nghệ thông tin,A00,23.0,Môn chính: Toán,SGD,2023
7480201,Công nghệ thông tin,A01,23.68,Môn chính: Toán,SGD,2023
7480201CLC,Công nghệ thông tin (chương trình chất lượng cao),A00,21.8,Môn chính: Toán,SGD,2023
7480201CLC,Công nghệ thông tin (chương trình chất lượng cao),A01,21.8,Môn chính: Toán,SGD,2023
7510301,"Công nghệ kĩ thuật điện, điện tử",A01,22.0,,SGD,2023
7510301,"Công nghệ kĩ thuật điện, điện tử",A00,23.0,,SGD,2023
7510302,Công nghệ kĩ thuật điện tử -viễn thông,A00,22.8,,SGD,2023
7510302,Công nghệ kĩ thuật điện tử -viễn thông,A01,21.8,,SGD,2023
7510406,Công nghệ kĩ thuật môi trường,A00,18.26,,SGD,2023
7510406,Công nghệ kĩ thuật môi trường,B00,19.26,,SGD,2023
7520201,Kĩ thuật điện,A00,21.61,,SGD,2023
7520201,Kĩ thuật điện,A01,20.61,,SGD,2023
7520207,Kĩ thuật điện tử - viễn thông,A00,21.66,,SGD,2023
7520207,Kĩ thuật điện tử - viễn thông,A01,20.66,,SGD,2023
7810101,Du lịch,D01,23.01,,SGD,2023
7810101,Du lịch,C00,23.01,,SGD,2023
7810202,Quản trị nhà hàng và dịch vụ ăn uống,D01,22.8,,SGD,2023
7810202,Quản trị nhà hàng và dịch vụ ăn uống,G00,22.8,,SGD,2023
7140114,Quản lý giáo dục,D01,21.15,,SGD,2022
7140114,Quản lý giáo dục,C04,22.15,,SGD,2022
7140201,Giáo dục mầm non,M01;M02,19.0,,SGD,2022
7140202,Giáo dục tiểu học,D01,23.1,,SGD,2022
7140205,Giáo dục chính trị,C00;C19,25.5,,SGD,2022
7140209,Sư phạm Toán học,A00,27.33,,SGD,2022
7140209,Sư phạm Toán học,A01,26.33,,SGD,2022
7140211,Sư phạm Vật lí,A00,25.9,,SGD,2022
7140212,Sư phạm Hóa học,A00,26.28,,SGD,2022
7140213,Sư phạm Sinh học,B00,23.55,,SGD,2022
7140217,Sư phạm Ngữ văn,C00,26.81,,SGD,2022
7140218,Sư phạm Lịch sử,C00,26.5,,SGD,2022
7140219,Sư phạm Địa lí,C00;C04,25.63,,SGD,2022
7140221,Sư phạm Âm nhạc,N01,23.5,,SGD,2022
7140222,Sư phạm Mĩ thuật,H00,18.0,,SGD,2022
7140231,Sư phạm Tiếng Anh,D01,26.18,,SGD,2022
7140247,Sư phạm khoa học tự nhiên,A00;B00,23.95,,SGD,2022
7140249,Sư phạm Lịch sử - Địa lí,C00,24.75,,SGD,2022
7210205,Thanh nhạc,N02,23.25,,SGD,2022
7220201,"Ngôn ngữ Anh (CN Thương
mại và Du lịch)",D01,24.24,,SGD,2022
7310401,Tâm lí học,D01,22.7,,SGD,2022
7310601,Quốc tế học,D01,18.0,,SGD,2022
7310630,"Việt Nam học (CN Văn hóa -
Du lịch)",C00,22.25,,SGD,2022
7320201,Thông tin - Thư viện,D01;C04,19.95,,SGD,2022
7340101,Quản trị kinh doanh,D01,22.16,,SGD,2022
7340101,Quản trị kinh doanh,A01,23.16,,SGD,2022
7340120,Kinh doanh quốc tế,D01,24.48,,SGD,2022
7340120,Kinh doanh quốc tế,A01,25.48,,SGD,2022
7340201,Tài chính - Ngân hàng,D01,22.44,,SGD,2022
7340201,Tài chính - Ngân hàng,C01,23.44,,SGD,2022
7340301,Kế toán,D01,22.65,,SGD,2022
7340301,Kế toán,C01,23.65,,SGD,2022
7340406,Quản trị văn phòng,D01,21.63,,SGD,2022
7340406,Quản trị văn phòng,C04,22.63,,SGD,2022
7380101,Luật,D01,22.8,,SGD,2022
7380101,Luật,C03,23.8,,SGD,2022
7440301,Khoa học môi trường,A00,15.45,,SGD,2022
7440301,Khoa học môi trường,B00,16.45,,SGD,2022
7460112,Toán ứng dụng,A00,24.15,,SGD,2022
7460112,Toán ứng dụng,A01,23.15,,SGD,2022
7480103,Kỹ thuật phần mềm,A00;A01,24.94,,SGD,2022
7480201,Công nghệ thông tin,A00;A01,24.28,,SGD,2022
7480201CLC,"Công nghệ thông tin (chương
trình chất lượng cao)",A00;A01,23.38,,SGD,2022
7510301,"Công nghệ kỹ thuật điện, điện
tử",A00,23.25,,SGD,2022
7510301,"Công nghệ kỹ thuật điện, điện
tử",A01,22.25,,SGD,2022
7510302,"Công nghệ kỹ thuật điện tử - 
viễn thông",A00,22.55,,SGD,2022
7510302,"Công nghệ kỹ thuật điện tử - 
viễn thông",A01,21.55,,SGD,2022
7510406,Công nghệ kỹ thuật môi trường,A00,15.5,,SGD,2022
7510406,Công nghệ kỹ thuật môi trường,B00,16.5,,SGD,2022
7520201,Kĩ thuật điện,A00,20.0,,SGD,2022
7520201,Kĩ thuật điện,A01,19.0,,SGD,2022
7520207,Kĩ thuật điện tư - viễn thông,A00,22.3,,SGD,2022
7520207,Kĩ thuật điện tư - viễn thông,A01,21.3,,SGD,2022
7810101,Du lịch,D01;C00,24.45,,SGD,2022
7140114,Quản lý giáo dục,D01,22.55,,SGD,2021
7140114,Quản lý giáo dục,C04,23.55,,SGD,2021
7140201,Giáo dục Mầm non,M01;M02,21.6,,SGD,2021
7140202,Giáo dục Tiểu học,D01,24.65,,SGD,2021
7140205,Giáo dục chính trị,C00;C19,24.25,,SGD,2021
7140209,Sư phạm Toán học,A00,27.01,Môn chính: Toán,SGD,2021
7140209,Sư phạm Toán học,A01,26.01,Môn chính: Toán,SGD,2021
7140211,Sư phạm Vật lí,A00,24.86,Môn chính: Lý,SGD,2021
7140212,Sư phạm Hóa học,A00,25.78,Môn chính: Hoá,SGD,2021
7140213,Sư phạm Sinh học,B00,23.28,Môn chính: Sinh,SGD,2021
7140217,Sư phạm Ngữ văn,C00,25.5,Môn chính: Văn,SGD,2021
7140218,Sư phạm Lịch sử,C00,24.5,Môn chính: sử,SGD,2021
7140219,Sư phạm Địa lý,C00;C04,24.53,Môn chính: Địa,SGD,2021
7140221,Sư phạm Âm nhạc,N01,24.25,,SGD,2021
7140222,Sư phạm Mĩ thuật,H00,18.75,,SGD,2021
7140231,Sư phạm Tiếng Anh,D01,26.69,Môn chính: Anh,SGD,2021
7140247,Sư phạm khoa học tự nhiên,A00;B00,24.1,,SGD,2021
7140249,Sư phạm Lịch sử - Địa lí,C00,23.0,,SGD,2021
7210205,Thanh nhạc,N02,20.5,,SGD,2021
7220201,Ngôn ngữ Anh (CN Thương mại và Du lịch),D01,26.06,Môn chính: Anh,SGD,2021
7310401,Tâm lí học,D01,24.05,,SGD,2021
7310601,Quốc tế học,D01,24.48,Môn chính: Anh,SGD,2021
7310630,Việt Nam học (CN Văn hóa - Du lịch),C00,21.5,,SGD,2021
7320201,Thông tin - Thư viện,D01;C04,21.8,,SGD,2021
7340101,Quản trị kinh doanh,D01,24.26,Môn chính: Toán,SGD,2021
7340101,Quản trị kinh doanh,A01,25.26,Môn chính: Toán,SGD,2021
7340120,Kinh doanh quốc tế,D01,25.16,Môn chính: Toán,SGD,2021
7340120,Kinh doanh quốc tế,A01,26.16,Môn chính: Toán,SGD,2021
7340201,Tài chính - Ngân hàng,D01,23.9,Môn chính: Toán,SGD,2021
7340201,Tài chính - Ngân hàng,C01,24.9,Môn chính: Toán,SGD,2021
