Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú,Mã trường,Năm xét tuyển
EPMP,Quản lý công và Chính sách (E_PMP),A00; A01; D01; D07,25.35,,KHA,2020
POHE,Các chương trình định hướng ứng dụng (POHE),A01; D01; D07; D09,34.25,Tiếng Anh hệ số 2,KHA,2020
7220201,Ngôn ngữ Anh,"A01, D01, D09, D10",33.65,,KHA,2019
7310101,Kinh tế,"A00, A01, D01, D07",24.75,,KHA,2019
7310104,Kinh tế đầu tư,"A00, A01, B00, D01",24.85,,KHA,2019
7310105,Kinh tế phát triển,"A00, A01, D01, D07",24.45,,KHA,2019
7310106,Kinh tế quốc tế,"A00, A01, D01, D07",26.15,,KHA,2019
7310107,Thống kê kinh tế,"A00, A01, D01, D07",23.75,,KHA,2019
7310108,Toán kinh tế,"A00, A01, D01, D07",24.15,,KHA,2019
7320108,Quan hệ công chúng,"A01, C03, C04, D01",25.5,,KHA,2019
7340101,Quản trị kinh doanh,"A00, A01, D01, D07",25.25,,KHA,2019
7340115,Marketing,"A00, A01, D01, D07",25.6,,KHA,2019
7340116,Bất động sản,"A00, A01, D01, D07",23.85,,KHA,2019
7340120,Kinh doanh quốc tế,"A00, A01, D01, D07",26.15,,KHA,2019
7340121,Kinh doanh thương mại,"A00, A01, D01, D07",25.1,,KHA,2019
7340122,Thương mại điện tử,"A00, A01, D01, D07",25.6,,KHA,2019
7340201,Tài chính Ngân hàng,"A00, A01, D01, D07",25.0,,KHA,2019
7340204,Bảo hiểm,"A00, A01, D01, D07",23.35,,KHA,2019
7340301,Kế toán,"A00, A01, D01, D07",25.35,,KHA,2019
7340401,Khoa học quản lý,"A00, A01, D01, D07",23.6,,KHA,2019
7340403,Quản lý công,"A00, A01, D01, D07",23.35,,KHA,2019
7340404,Quản trị nhân lực,"A00, A01, D01, D07",24.9,,KHA,2019
7340405,Hệ thống thông tin quản lý,"A00, A01, D01, D07",24.3,,KHA,2019
7340409,Quản lý dự án,"A00, A01, B00, D01",24.4,,KHA,2019
7380101,Luật,"A00, A01, D01, D07",23.1,,KHA,2019
7380107,Luật kinh tế,"A00, A01, D01, D07",24.5,,KHA,2019
7480101,Khoa học máy tính,"A00, A01, D01, D07",23.7,,KHA,2019
7480201,Công nghệ thông tin,"A00, A01, D01, D07",24.1,,KHA,2019
7510605,Logistics và Quản lý chuỗi cung ứng,"A00, A01, D01, D07",26.0,,KHA,2019
7620115,Kinh tế nông nghiệp,"A00, A01, B00, D01",22.6,,KHA,2019
7810103,Quản trị dịch vụ du lịch và lữ hành,"A00, A01, D01, D07",24.85,,KHA,2019
7810201,Quản trị khách sạn,"A00, A01, D01, D07",25.4,,KHA,2019
7850101,Quản lý tài nguyên và môi trường,"A00, A01, D01, D07",22.65,,KHA,2019
7850102,Kinh tế tài nguyên thiên nhiên,"A00, A01, B00, D01",22.3,,KHA,2019
7850103,Quản lý đất đai,"A00, A01, D01, D07",22.5,,KHA,2019
EBBA,Quản trị kinh doanh (E-BBA),"A00, A01, D01, D07",24.25,,KHA,2019
EP01,Khởi nghiệp và phát triển kinh doanh (BBAE - tiếng Anh hệ số 2),"A01, D01, D07, D09",31.0,,KHA,2019
EP02,Định phí Bảo hiểm & Quản trị rủi ro (Actuary),"A00, A01, D01, D07",23.5,,KHA,2019
EP03,Khoa học dữ liệu trong Kinh tế & Kinh doanh (DSEB),"A00, A01, D01, D07",23.0,,KHA,2019
EP04,Kế toán tích hợp chứng chỉ quốc tế (ICAEW CFAB),"A00, A01, D01, D07",24.65,,KHA,2019
EP05,Kinh doanh số (E-BDB),"A00, A01, D01, D07",23.35,,KHA,2019
EP06,Phân tích kinh doanh (BA),"A00, A01, D01, D07",23.35,,KHA,2019
EP07,Quản trị điều hành thông minh (E-SOM),"A01, D01, D07, D10",23.15,,KHA,2019
EP08,Quản trị chất lượng và Đổi mới (E-MQI),"A01, D01, D07, D10",22.75,,KHA,2019
EP09,Công nghệ tài chính (BFT),"A00, A01, B00, D07",22.75,,KHA,2019
EP10,Đầu tư tài chính (BFI - tiếng Anh hệ số 2),"A01, D01, D07, D10",31.75,,KHA,2019
EP11,Quản trị khách sạn quốc tế (IHME - tiếng Anh hệ số 2),"A01, D01, D09, D10",33.35,,KHA,2019
EPMP,Quản lý công và Chính sách (E-PMP),"A00, A01, D01, D07",21.5,,KHA,2019
POHE,Các chương trình định hướng ứng dụng (POHE - tiếng Anh hệ số 2),"A01, D01, D07, D09",31.75,,KHA,2019
BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),A00;B00;D07,22.0,,BKA,2024
BF-E19,Kỹ thuật sinh học (CT tiên tiến),A00;B00;D07,22.0,,BKA,2024
BF1,Kỹ thuật Sinh học,A00;B00;D07,24.0,,BKA,2024
BF2,Kỹ thuật Thực phẩm,A00;B00;D07,24.54,,BKA,2024
CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),A00;A01;D07,24.34,,BKA,2024
CH1,Kỹ thuật Hóa học,A00;B00;D07,24.38,,BKA,2024
CH2,Hóa học,A00;B00;D07,23.81,,BKA,2024
ED2,Công nghệ Giáo dục,A00;A01;D01,25.3,,BKA,2024
ED3,Quản lý giáo dục,A00;A01;D01,24.78,,BKA,2024
EE-E18,Hệ thống điện và năng lượng tái tạo (CT tiên tiến),A00;A01,25.8,,BKA,2024
EE-E8,Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến),A00;A01,27.54,,BKA,2024
EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),A00;A01;D29,26.22,,BKA,2024
EE1,Kỹ thuật điện,A00;A01,26.81,,BKA,2024
EE2,Kỹ thuật điều khiển - Tự động hóa,A00;A01,28.16,,BKA,2024
EM-E13,Phân tích kinh doanh (CT tiên tiến),A01;D01;D07,25.5,,BKA,2024
EM-E14,Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),A01;D01;D07,26.06,,BKA,2024
EM1,Quản lý năng lượng,A00;A01;D01,25.4,,BKA,2024
EM2,Quản lý Công nghiệp,A00;A01;D01,25.6,,BKA,2024
EM3,Quản trị Kinh doanh,A00;A01;D01,25.77,,BKA,2024
EM4,Kế toán,A00;A01;D01,25.8,,BKA,2024
EM5,Tài chính - Ngân hàng,A00;A01;D01,25.91,,BKA,2024
ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),A00;A01,26.61,,BKA,2024
ET-E4,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),A00;A01,27.03,,BKA,2024
ET-E5,Kỹ thuật Y sinh (CT tiên tiến),A00;A01,25.08,,BKA,2024
ET-E9,Hệ thống nhúng thông minh và IoT (CT tiên tiến),A00;A01;D28,27.21,,BKA,2024
ET-LUH,Điện tử - Viễn thông - ĐH Leibniz Hannover (CHLB Đức),A00;A01;D26,25.65,,BKA,2024
ET1,Kỹ thuật Điện tử - Viễn thông,A00;A01,27.41,,BKA,2024
ET2,Kỹ thuật Y sinh,A00;A01;B00,25.8,,BKA,2024
EV1,Kỹ thuật Môi trường,A00;B00;D07,22.1,,BKA,2024
EV2,Quản lý Tài nguyên và Môi trường,A00;B00;D07,21.78,,BKA,2024
FL1,Tiếng Anh KHKT và Công nghệ,D01,25.0,,BKA,2024
FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,23.81,,BKA,2024
HE1,Kỹ thuật Nhiệt,A00;A01,25.2,,BKA,2024
IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),A00;A01,28.22,,BKA,2024
IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),A00;A01,27.9,,BKA,2024
IT-E6,Công nghệ Thông tin (Việt – Nhật),A00;A01;D28,27.35,,BKA,2024
IT-E7,Công nghệ Thông tin (Global ICT),A00;A01,28.01,,BKA,2024
IT-EP,Công nghệ Thông tin (Việt-Pháp),A00;A01;D29,27.35,,BKA,2024
IT1,CNTT: Khoa học Máy tính,A00;A01,28.53,,BKA,2024
IT2,CNTT: Kỹ thuật Máy tính,A00;A01,28.48,,BKA,2024
ME-E1,Kỹ thuật Cơ điện tử (CT tiên tiến),A00;A01,26.38,,BKA,2024
ME-GU,Cơ khí Chế tạo máy – hợp tác với trường ĐH Griffith (Úc),A00;A01,24.89,,BKA,2024
ME-LUH,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức),A00;A01;D26,25.24,,BKA,2024
ME-NUT,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),A00;A01;D28,25.11,,BKA,2024
ME1,Kỹ thuật Cơ điện tử,A00;A01,27.49,,BKA,2024
ME2,Kỹ thuật Cơ khí,A00;A01,25.8,,BKA,2024
MI1,Toán - Tin,A00;A01,27.35,,BKA,2024
MI2,Hệ thống Thông tin quản lý,A00;A01,27.34,,BKA,2024
MS-E3,Khoa học và Kỹ thuật Vật liệu (CT tiên tiến),A00;A01;D07,24.0,,BKA,2024
MS1,Kỹ thuật Vật liệu,A00;A01;D07,24.9,,BKA,2024
MS2,Kỹ thuật Vi điện tử và Công nghệ nano,A00;A01;D07,27.64,,BKA,2024
MS3,Công nghệ vật liệu Polyme và Compozit,A00;A01;D07,25.0,,BKA,2024
MS5,Kỹ thuật in,A00;A01;D07,24.0,,BKA,2024
PH1,Vật lý Kỹ thuật,A00;A01,25.87,,BKA,2024
PH2,Kỹ thuật Hạt nhân,A00;A01;A02,24.64,,BKA,2024
PH3,Vật lý Y khoa,A00;A01;A02,25.31,,BKA,2024
TE-E2,Kỹ thuật Ô tô (CT tiên tiến),A00;A01,25.9,,BKA,2024
TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),A00;A01;D29,24.86,,BKA,2024
TE1,Kỹ thuật Ô tô,A00;A01,26.99,,BKA,2024
TE2,Kỹ thuật Cơ khí động lực,A00;A01,26.12,,BKA,2024
TE3,Kỹ thuật Hàng không,A00;A01,26.22,,BKA,2024
TROY-BA,Quản trị Kinh doanh - Hợp tác với ĐH Troy (Hoa Kỳ),A00;A01;D01,21.0,,BKA,2024
TROY-IT,Khoa học Máy tính - hợp tác với ĐH Troy (Hoa Kỳ),A00;A01;D01,21.0,,BKA,2024
TX1,Công nghệ Dệt May,A00;A01;D07,22.5,,BKA,2024
BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),A00;B00;D07,22.7,,BKA,2023
BF-E19,Kỹ thuật sinh học (CT tiên tiến),A00;B00;D07,21.0,,BKA,2023
BF1,Kỹ thuật Sinh học,A00;B00;D07,24.6,,BKA,2023
BF2,Kỹ thuật Thực phẩm,A00;B00;D07,24.49,,BKA,2023
CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),A00;B00;D07,23.44,,BKA,2023
CH1,Kỹ thuật Hóa học,A00;B00;D07,23.7,,BKA,2023
CH2,Hóa học,A00;B00;D07,23.04,,BKA,2023
CH3,Kỹ thuật In,A00;A01;D07,22.7,,BKA,2023
ED2,Công nghệ Giáo dục,A00;A01;D01,24.55,,BKA,2023
EE-E18,Hệ thống điện và năng lượng tái tạo (CT tiên tiến),A00;A01,24.47,,BKA,2023
EE-E8,Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến),A00;A01,26.74,,BKA,2023
EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),A00;A01;D29,25.14,,BKA,2023
EE1,Kỹ thuật điện,A00;A01,25.55,,BKA,2023
EE2,Kỹ thuật điều khiển & Tự động hóa,A00;A01,27.57,,BKA,2023
EM-E13,Phân tích kinh doanh (CT tiên tiến),A01;D01;D07,25.47,,BKA,2023
EM-E14,Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),A01;D01;D07,25.69,,BKA,2023
EM1,Quản lý năng lượng,A00;A01;D01,24.98,,BKA,2023
EM2,Quản lý Công nghiệp,A00;A01;D01,25.39,,BKA,2023
EM3,Quản trị Kinh doanh,A00;A01;D01,25.83,,BKA,2023
EM4,Kế toán,A00;A01;D01,25.52,,BKA,2023
EM5,Tài chính-Ngân hàng,A00;A01;D01,25.75,,BKA,2023
ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),A00;A01,25.73,,BKA,2023
ET-E4,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),A00;A01,25.99,,BKA,2023
ET-E5,Kỹ thuật Y sinh (CT tiên tiến),A00;A01,23.7,,BKA,2023
ET-E9,Hệ thống nhúng thông minh và IoT (tăng cường tiếng Nhật),A00;A01;D28,26.45,,BKA,2023
ET-LUH,Điện tử - Viễn thông - ĐH Leibniz Hannover (CHLB Đức),A00;A01;D26,24.3,,BKA,2023
ET1,Kỹ thuật Điện tử-Viễn thông,A00;A01,26.46,,BKA,2023
ET2,Kỹ thuật Y sinh,A00;A01;B00,25.04,,BKA,2023
EV1,Kỹ thuật Môi trường,A00;B00;D07,21.0,,BKA,2023
EV2,Quản lý Tài nguyên và Môi trường,A00;B00;D07,21.0,,BKA,2023
FL1,Tiếng Anh KHKT và Công nghệ,D01,25.45,,BKA,2023
FL2,Tiếng Anh chuyên nghiệp quốc tế (liên kết với ĐH Plymouth Marjon-Vương quốc Anh),D01,25.17,,BKA,2023
HE1,Kỹ thuật Nhiệt,A00;A01,23.94,,BKA,2023
IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),A00;A01,28.8,,BKA,2023
IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),A00;A01,28.05,,BKA,2023
IT-E6,Công nghệ Thông tin Việt – Nhật (tăng cường tiếng Nhật),A00;A01;D28,27.64,,BKA,2023
IT-E7,Công nghệ Thông tin Global ICT (CT tiên tiến),A00;A01,28.16,,BKA,2023
IT-EP,Công nghệ Thông tin Việt-Pháp (tăng cường tiếng Pháp),A00;A01;D29,27.32,,BKA,2023
IT1,CNTT: Khoa học Máy tính,A00;A01,29.42,,BKA,2023
IT2,CNTT: Kỹ thuật Máy tính,A00;A01,28.29,,BKA,2023
ME-E1,Kỹ thuật Cơ điện tử (CT tiên tiến),A00;A01,25.47,,BKA,2023
ME-GU,Cơ khí Chế tạo máy – hợp tác với trường ĐH Griffith (Australia),A00;A01,23.32,,BKA,2023
ME-LUH,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức),A00;A01;D26,24.02,,BKA,2023
ME-NUT,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),A00;A01;D28,23.85,,BKA,2023
ME1,Kỹ thuật Cơ điện tử,A00;A01,26.75,,BKA,2023
ME2,Kỹ thuật Cơ khí,A00;A01,24.96,,BKA,2023
MI1,Toán-Tin,A00;A01,27.21,,BKA,2023
MI2,Hệ thống Thông tin quản lý,A00;A01,27.06,,BKA,2023
MS-E3,Khoa học và Kỹ thuật Vật liệu (CT tiên tiến),A00;A01;D07,21.5,,BKA,2023
MS1,Kỹ thuật Vật liệu,A00;A01;D07,23.25,,BKA,2023
MS2,Kỹ thuật Vi điện tử và Công nghệ nano,A00;A01;D07,26.18,,BKA,2023
MS3,Công nghệ vật liệu Polyme và Compozit,A00;A01;D07,23.7,,BKA,2023
PH1,Vật lý Kỹ thuật,A00;A01,24.28,,BKA,2023
PH2,Kỹ thuật Hạt nhân,A00;A01;A02,22.31,,BKA,2023
PH3,Vật lý Y khoa,A00;A01;A02,24.02,,BKA,2023
TE-E2,Kỹ thuật Ô tô (CT tiên tiến),A00;A01,25.0,,BKA,2023
TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),A00;A01;D29,23.7,,BKA,2023
TE1,Kỹ thuật Ô tô,A00;A01,26.48,,BKA,2023
TE2,Kỹ thuật Cơ khí động lực,A00;A01,25.31,,BKA,2023
TE3,Kỹ thuật Hàng không,A00;A01,25.5,,BKA,2023
TROY-BA,Quản trị Kinh doanh - ĐH Troy (Hoa Kỳ),A00;A01;D01,23.7,,BKA,2023
TROY-IT,Khoa học Máy tính - ĐH Troy (Hoa Kỳ),A00;A01;D01,24.96,,BKA,2023
TX1,Công nghệ Dệt May,A00;A01;D07,21.4,,BKA,2023
BF-E12y,Kỹ thuật Thực phẩm (CT tiên tiến),A00;B00;D07,23.35,,BKA,2022
BF1y,Kỹ thuật Sinh học,A00;B00;D07,23.25,,BKA,2022
BF2y,Kỹ thuật Thực phẩm,A00;B00;D07,23.35,,BKA,2022
CH-E11y,Kỹ thuật Hóa dược (CT tiên tiến),A00;B00;D07,23.7,,BKA,2022
CH1Y,Kỹ thuật Hoá học,A00;B00;D07,23.03,,BKA,2022
CH2y,Hoá học,A00;B00;D07,23.03,,BKA,2022
CH3y,Kỹ thuật in,A00;B00;D07,23.03,,BKA,2022
ED2y,Công nghệ giáo dục,A00;A01;D01,23.15,,BKA,2022
EE-E18y,"Hệ thống điện và năng lượng tái tạo
(CT tiên tiến)",A00;A01,23.55,,BKA,2022
EE-E8y,"Kỹ thuật Điều khiển - Tự động hoá
(CT tiên tiến)",A00;A01,25.99,,BKA,2022
EE-Epy,"Tin học công nghiệp và Tự động hóa
(Chương trình Việt - Pháp PFIEV)",A00;A01;D29,23.99,,BKA,2022
EE1y,Kỹ thuật Điện,A00;A01,23.05,,BKA,2022
EE2y,Kỹ thuật Điều khiển - Tự động hoá,A00;A01,27.61,,BKA,2022
EM-E13y,Phân tích kinh doanh (CT tiên tiến),D07;A01;D01,24.18,,BKA,2022
EM-E14y,"Logistics và Quản lý chuỗi cung ứng
(CT tiên tiến)",D07;A01;D01,24.51,,BKA,2022
EM1y,Kinh tế công nghiệp,A00;A01;D01,24.3,,BKA,2022
EM2y,Quản lý công nghiệp,A00;A01;D01,23.3,,BKA,2022
EM3y,Quản trị kinh doanh,A00;A01;D01,25.35,,BKA,2022
EM4y,Kế toán,A00;A01;D01,25.2,,BKA,2022
EM5y,Tài chính - Ngân hàng,A00;A01;D01,25.2,,BKA,2022
ET-E16y,"Truyền thông số và Kỹ thuật đa phương tiện
(CT tiên tiến)",A00;A01,24.71,,BKA,2022
ET-E4y,"Kỹ thuật Điện tử - Viễn thông
(CT tiên tiến)",A00;A01,24.19,,BKA,2022
ET-E5y,Kỹ thuật Y sinh (CT tiên tiến),A00;A01,23.89,,BKA,2022
ET-E9y,"Hệ thống nhúng thông minh và IoT
(CT tiên tiến)",A00;A01;D28,24.14,,BKA,2022
ET-LUHY,"Điện tử - Viễn thông - hợp tác với ĐH Leibniz
Hannover (Đức)",A00;A01;D26,23.15,,BKA,2022
ET1y,Kỹ thuật Điện tử - Viễn thông,A00;A01,24.5,,BKA,2022
ET2y,Kỹ thuật Y sinh (mới),A00;A01,23.15,,BKA,2022
EV1y,Kỹ thuật Môi trường,A00;B00;D07,23.03,,BKA,2022
EV2y,Quản lý tài nguyên và môi trường,A00;B00;D07,23.03,,BKA,2022
FL1y,Tiếng Anh KHKT và Công nghệ,D01,23.06,,BKA,2022
FL2y,Tiếng Anh chuyên nghiệp quốc tế,D01,23.06,,BKA,2022
HE1y,Kỹ thuật Nhiệt,A00;A01,23.26,,BKA,2022
IT-E6y,Công nghệ thông tin (Việt - Nhật),A00;A01,27.25,,BKA,2022
IT2y,CNTT: Kỹ thuật Máy tính,A00;A01,28.29,,BKA,2022
ME-E1y,Kỹ thuật Cơ điện tử (CT tiên tiến),A00;A01,24.28,,BKA,2022
ME-Guy,Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc),A00;A01,23.36,,BKA,2022
ME-LUHy,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (Đức),A00;A01;D26,23.29,,BKA,2022
ME-NUTy,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),A00;A01;D28,23.21,,BKA,2022
ME1y,Kỹ thuật Cơ điện tử,A00;A01,26.33,,BKA,2022
ME2y,Kỹ thuật Cơ khí,A00;A01,23.5,,BKA,2022
MI1y,Toán - Tin,A00;A01,26.45,,BKA,2022
MI2y,Hệ thống thông tin quản lý,A00;A01,26.54,,BKA,2022
MS-E3y,KHKT Vật liệu (CT tiên tiến),A00;A01,23.16,,BKA,2022
MS1y,Kỹ thuật Vật liệu,A00;A01;D07,23.16,,BKA,2022
PH1y,Vật lý kỹ thuật,A00;A01,23.29,,BKA,2022
PH2y,Kỹ thuật hạt nhân,A00;A01;A02,23.29,,BKA,2022
PH3y,Vật lý y khoa,A00;A01;A02,23.29,,BKA,2022
TE-E2y,Kỹ thuật Ô tô (CT tiên tiến),A00;A01,24.06,,BKA,2022
TE-Epy,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),A00;A01;D29,23.55,,BKA,2022
TE1y,Kỹ thuật Ô tô,A00;A01,26.41,,BKA,2022
TE2y,Kỹ thuật Cơ khí động lực,A00;A01,24.16,,BKA,2022
TE3y,Kỹ thuật Hàng không,A00;A01,24.23,,BKA,2022
TROY-Bay,Quản trị kinh doanh - hợp tác với ĐH Troy (Hoa Kỳ),A00;A01;D01,23.4,,BKA,2022
TROY-ITy,Khoa học máy tính - hợp tác với ĐH Troy (Hoa Kỳ),A00;A01;D01,25.15,,BKA,2022
TX1y,Kỹ thuật Dệt - May,A00;A01,23.1,,BKA,2022
BF-E12,Kỹ thuật Thực phẩm (Chương trình tiên tiến),A00;B00,24.44,,BKA,2021
BF1,Kỹ thuật Sinh học,A00;B00,25.34,,BKA,2021
BF2,Kỹ thuật Thực phẩm,A00;B00,25.94,,BKA,2021
CH-E11,Kỹ thuật Hóa dược (Chương trình tiên tiến),A00;B00;D07,26.4,,BKA,2021
CH1,Kỹ thuật Hóa học,A00;B00;D07,25.2,,BKA,2021
CH2,Hóa học,A00;B00;D07,24.96,,BKA,2021
CH3,Kỹ thuật In,A00;B00;D07,24.45,,BKA,2021
ED2,Công nghệ Giáo dục,A00;A01;D01,26.4,,BKA,2021
EE-E18,Hệ thống điện và năng lượng tái tạo (Chương trình tiên tiến),A00;A01,25.71,,BKA,2021
EE-E8,Kỹ thuật điều khiển Tự động hóa (Chương trình tiên tiến),A00;A01,27.26,,BKA,2021
EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình tiên tiến),A00;A01;D29,26.14,,BKA,2021
EE1,Kỹ thuật Điện,A00;A01,26.5,,BKA,2021
EE2,Kỹ thuật Điều khiển và Tự động hóa,A00;A01,27.46,,BKA,2021
EM-E13,Phân tích Kinh doanh (Chương trình tiên tiến),D07;A01;D01,25.55,,BKA,2021
EM-E14,Logistics và Quản lý chuỗi cung ứng (Chương trình tiên tiến),D07;A01;D01,26.33,,BKA,2021
EM1,Kinh tế Công nghiệp,A00;A01;D01,25.65,,BKA,2021
EM2,Quản lý Công nghiệp,A00;A01;D01,25.75,,BKA,2021
EM3,Quản trị Kinh doanh,A00;A01;D01,26.04,,BKA,2021
EM4,Kế toán,A00;A01;D01,25.76,,BKA,2021
EM5,Tài chính Ngân hàng,A00;A01;D01,25.83,,BKA,2021
ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (Chương trình tiên tiến),A00;A01,26.59,,BKA,2021
ET-E4,Kỹ thuật Điện tử Viễn thông (Chương trình tiên tiến),A00;A01,26.59,,BKA,2021
ET-E5,Kỹ thuật Y sinh (Chương trình tiên tiến),A00;A01,25.88,,BKA,2021
ET-E9,Hệ thống nhúng thông minh và IoT (Chương trình tiên tiến),A00;A01;D28,26.93,,BKA,2021
ET-LUH,Điện tử Viễn thông-Leibniz Hannover (Đức),A00;A01;D26,25.13,,BKA,2021
ET1,Kỹ thuật Điện tử Viễn thông,A00;A01,26.8,,BKA,2021
EV1,Kỹ thuật Môi trường,A00;B00;D07,24.01,,BKA,2021
EV2,Quản lý Tài nguyên và Môi trường*,A00;B00;D07,23.53,,BKA,2021
FL1,Tiếng Anh KHKT và Công nghệ,D01,26.39,,BKA,2021
FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,26.11,,BKA,2021
HE1,Kỹ thuật Nhiệt,A00;A01,24.5,,BKA,2021
IT-E10,Khoa học Dữ liệu và Trí tuệ nhân tạo (Chương trình tiên tiến),A00;A01,28.04,,BKA,2021
IT-E15,An toàn không gian số* (Chương trình tiên tiến),A00;A01,27.44,,BKA,2021
IT-E6,Công nghệ Thông tin Việt-Nhật (Chương trình tiên tiến),A00;A01;D28,27.4,,BKA,2021
IT-E7,Công nghệ Thông tin Global ICT (Chương trình tiên tiến),A00;A01,27.85,,BKA,2021
IT-EP,Công nghệ Thông tin Việt-Pháp (Chương trình tiên tiến),A00;A01;D29,27.19,,BKA,2021
IT1,Khoa học Máy tính,A00;A01,28.43,,BKA,2021
IT2,Kỹ thuật Máy tính,A00;A01,28.1,,BKA,2021
ME-E1,Kỹ thuật Cơ điện tử (Chương trình tiên tiến),A00;A01,26.3,,BKA,2021
ME-GU,Cơ khí Chế tạo máy-Griffith (Úc),A00;A01,23.88,,BKA,2021
ME-LUH,Cơ điện tử-Leibniz Hannover (Đức),A00;A01;D26,25.16,,BKA,2021
ME-NUT,Cơ điện tử-Nagaoka (Nhật Bản),A00;A01;D28,24.88,,BKA,2021
ME1,Kỹ thuật Cơ điện tử,A00;A01,26.91,,BKA,2021
ME2,Kỹ thuật Cơ khí,A00;A01,25.78,,BKA,2021
MI1,Toán Tin,A00;A01,27.0,,BKA,2021
MI2,Hệ thống thông tin quản lý,A00;A01,27.0,,BKA,2021
MS-E3,KHKT Vật liệu (Chương trình tiên tiến),A00;A01,23.99,,BKA,2021
MS1,Kỹ thuật Vật liệu,A00;A01;D07,24.65,,BKA,2021
PH1,Vật lý Kỹ thuật,A00;A01;A02,25.64,,BKA,2021
PH2,Kỹ thuật Hạt nhân,A00;A01;A02,24.48,,BKA,2021
PH3,Vật lý Y khoa*,A00;A01;A02,25.36,,BKA,2021
TE-E2,Kỹ thuật Ô tô (Chương trình tiên tiến),A00;A01,26.11,,BKA,2021
TE-EP,Cơ khí Hàng không Việt-Pháp (Chương trình tiên tiến),A00;A01;D29,24.76,,BKA,2021
TE1,Kỹ thuật Ô tô,A00;A01,26.94,,BKA,2021
TE2,Kỹ thuật Cơ khí động lực,A00;A01,25.7,,BKA,2021
TE3,Kỹ thuật Hàng không,A00;A01,26.48,,BKA,2021
TROY-BA,Quản trị Kinh doanh-Troy (Hoa Kỳ),A00;A01;D01,23.25,,BKA,2021
TROY-IT,Khoa học Máy tính-Troy (Hoa Kỳ),A00;A01;D01,25.5,,BKA,2021
TX1,Kỹ thuật Dệt May,A00;A01,23.99,,BKA,2021
BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),"A00, B00, D07",25.94,Toán,BKA,2020
BF-E12x,Kỹ thuật Thực phẩm (CT tiên tiến),A20,19.04,KTTD,BKA,2020
BF1,Kỹ thuật Sinh học,"A00, B00, D07",26.2,Toán,BKA,2020
BF1x,Kỹ thuật Sinh học,A20,20.53,KTTD,BKA,2020
BF2,Kỹ thuật Thực phẩm,"A00, B00, D07",26.6,Toán,BKA,2020
BF2x,Kỹ thuật Thực phẩm,A20,21.07,KTTD,BKA,2020
CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),"A00, A01, B00, D07",26.5,Toán,BKA,2020
CH-E11x,Kỹ thuật Hóa dược (CT tiên tiến),"A19, A20",20.5,KTTD,BKA,2020
CH1,Kỹ thuật Hoá học,"A00, A01, B00, D07",25.26,Toán,BKA,2020
CH1x,Kỹ thuật Hoá học,"A19, A20",19.0,KTTD,BKA,2020
CH2,Hoá học,"A00, A01, B00, D07",24.16,Toán,BKA,2020
CH2x,Hoá học,"A19, A20",19.0,KTTD,BKA,2020
CH3,Kỹ thuật in,"A00, A01, B00, D07",24.51,Toán,BKA,2020
CH3x,Kỹ thuật in,"A19, A20",19.0,KTTD,BKA,2020
ED2,Công nghệ giáo dục,"A00, A01, D01",23.8,,BKA,2020
ED2x,Công nghệ giáo dục,A19,19.0,KTTD,BKA,2020
